text,labels,predictions,probabilities
Piadas sobre mulheres anas... que engracado...  HuntsmanWintersWars,ironia,ironia,0.9999992747282868
E assim ocorre esse ciclo maravilhoso!!!!!  ,ironia,ironia,0.9999992633069276
"Vamos treclamar da nossa família ai a gente vai ser legal, vão ser muito emo ",ironia,ironia,0.9999992747282864
"Depois fui pra Puc, na hr do almoço, adivenhem qm eu encontrei.... O coisa linda do Daniel ",ironia,ironia,0.9999992775558508
Gosto da imparcialidade dos narradores de futebol da Rede Globo kkkk ,ironia,ironia,0.9999992690399142
"Ei, sabem que aqui não tem uma nerd né? Mas mesmo assim, segue uma page que vai dar o que falar... Para... ",ironia,ironia,0.9999992661790196
Lufthansa já aceita pagamentos no check-in e portas de embarque  economia portugal,n_ironia,n_ironia,0.0012472739770557
Odeio isso,ironia,ironia,0.9999992690399142
  nunca xinguei a matemática na época de escolas  me dou melhor com humanas rs,ironia,ironia,0.9999992803723916
99%depalcoe1%asfalto carnaval carnival  eletanojato  Circuito Barra-Ondina de Carnaval ,ironia,ironia,0.9999992546230292
Agora sim. Isso que é resposta. Orgulho da nossa polícia.  ,ironia,ironia,0.9999992718896556
Que originales sois ,ironia,ironia,0.9999992575289764
Montadoras miram mais ricos e SUVs superamcarros de entrada em 2017  economia,n_ironia,n_ironia,0.0012472739770557
"Valor de uma vida: R$7500,00. Não vale a pena.  issoéBrasil",ironia,ironia,0.9999992546230292
"Ahhh, mas nada supera os 30 mil corintianos....  ",ironia,ironia,0.9999992775558512
"...E o número para o qual você ligou, está desligado!.."" """,ironia,ironia,0.9999992604235944
Que dia mas bonito  ,ironia,ironia,0.9999992718896554
Nesse calor e eu sentindo frio de ar condicionado..... ,ironia,ironia,0.9999992747282868
"Não consegui achar a parte que o advogado carioca"" ficou inerte à cusparada...   """,ironia,ironia,0.9999992690399142
Repórter baderneiro! Bem feito!  ,ironia,ironia,0.9999992747282864
"faço isso o tempo todo... Como não tenho irmão, espanco meu primo. ",ironia,ironia,0.9999992661790194
   al final a decidir la cupula o com va aixo? ,ironia,ironia,0.9999992604235944
Muita gente entrando no mar somente pra mijar.  bomdia  MatHouse ,ironia,ironia,0.9999992747282866
Economia: Moody's vê mais risco de processos e rebaixa nota da JBS ,n_ironia,n_ironia,0.0012448433020883
Nunca confunda silêncio com fraqueza. Ninguém planeja um assassinato em voz alta.  … ,ironia,ironia,0.999999227952316
Não sou preconceituoso mas...o boticário tirou o perfume Vetiver Brasil do mercado. xatiado ,ironia,ironia,0.9999992775558508
"concordo,temos que escutar os estupradores e assassinos,alias temos de saber se as vitimas provocaram não é mesmo... ",ironia,ironia,0.9999992718896556
  E LIXO,ironia,ironia,0.9999992309622424
Será?  o.OIrônia  Sacasmo FingindoSurpresa TodasAsAlternativas,ironia,ironia,0.9999992747282866
"Prá que impôr regras a uma criança, né??? Afinal, em sociedade, não precisamos disso..... Trabalhar? Estudar? Não precisa. Encontro",ironia,ironia,0.9999992604235944
"Alguém já disse prxs guêi que casamento só dá stress e dor? ...Melhor nem avisar, vão descobrir um dia mesmo, né?  marriagesucks",ironia,ironia,0.9999992690399144
E pensar que tem gente essas horas ouvindo os álbuns de Jazz da Lady Gaga... NasciNoMundoErrado SóPode ,ironia,ironia,0.9999992690399142
"Até pq isso não acontece com homens, né?  ",ironia,ironia,0.9999992661790196
Essa linda mania que os familiares tem de sempre exigirem sua atenção justamente quando você não pode dar..,ironia,ironia,0.9999992575289764
 olha eu já estou sentindo até pena de você ,ironia,ironia,0.9999992718896556
É porque o Léo é cruzeirense.  ,ironia,ironia,0.9999992690399142
"Afirmam, em um texto mal escrito, que o trabalho exige compreensão de texto"".  """,ironia,ironia,0.9999992575289764
Petrobras recebeu manifestações de interesse por Pasadena  economia,n_ironia,n_ironia,0.0012448433020883
Mundos paralelos...Viñetas Humor Crítica Ironía ,ironia,ironia,0.9999992633069276
Patrícia Amorim  ,ironia,ironia,0.9999992034449114
Vc chega em casa cansado e sua vizinha quer bater papo.sacanagem  becosemsaida lamentable,ironia,ironia,0.9999992747282864
obrigada viação estrela linha 711 por me fazer esperar uma hora e meia para passar hoje por volta das 21 horas no ponto de Vicente. ,ironia,ironia,0.9999992718896554
A quina hora comença el Barça?  FotliFCB fotlipou  ,ironia,ironia,0.9999992661790196
Meu medo não é o fim do mundo mas o Maia da Casa Rica!!!,ironia,ironia,0.9999992747282868
 devias ter percebido Luis,ironia,ironia,0.9999992690399142
  del bepi o de la boda(?) ,ironia,ironia,0.999999245836768
"Shehera tb????  : SBT cancela telejornal e demite 46 """,ironia,ironia,0.9999992775558508
"A cada jogo que passa, o  comprova que o tempo dele no Inter acabou, né, gente?  ",ironia,ironia,0.9999992661790194
 Esperando os gráficos da  a respeito das manifestações. Excelentes exemplos do uso da Estatística no jornalismo. ,ironia,ironia,0.9999992747282866
"Bolsonaro foi vitima de Heterofobia"". Um absurdo!!! """,ironia,ironia,0.9999992775558508
I have to say this in portuguese.Não sei se chore ou se ria. Mesmo a sério.   ,ironia,ironia,0.9999992690399142
"Never say Never... Fera, tu já falou never! Kkkk   Hein Justin Bieber",ironia,ironia,0.9999992747282864
Deve ter chegado a internet no Macapá. ,ironia,ironia,0.9999992661790194
Aaaaa tão dizendo por ai q cê eu passa vai me pega Aaaaaa vái Aaa váiMuitoDebochadoIndireta!!!,ironia,ironia,0.999999277555851
"Se pegar fogo pela terceira vez na Prefeitura de Criciúma, vão pedir música no Fantástico? ",ironia,ironia,0.9999992775558512
@marciam_14 Boa noite ...pra vc tbem bom fim do mundo :),ironia,ironia,0.9999992747282868
" Gonçalo , não acredito que não me contaste nada ! Felicidades !  ",ironia,ironia,0.9999992747282866
Será que a Época vai apagar depois reportagem sobre a Dilma Bolada?  ,ironia,ironia,0.9999992661790196
 Que poder ! ,ironia,ironia,0.9999992546230292
"Economia Impostos: Os portugueses são generosos""  Em """,n_ironia,n_ironia,0.0012472739770557
Coitado!Será que os direitos humanos não podem interferir?Essa punição é forte demais.   ,ironia,ironia,0.9999992747282868
"Pablo Escobar tem sua versão brasileira. Sérgio Cabral preso em Bangu 8, que ele mesmo construiu. ",ironia,ironia,0.9999992575289764
"Carol saiu??? Ahhhh, que triste  MasterChefBR",ironia,ironia,0.9999992803723918
Nao podia estar mais feliz ,ironia,ironia,0.9999992803723916
"Banco Mundial reduz para 0,3% previsão de alta do PIB brasileiro  economia",n_ironia,n_ironia,0.0012448433020883
"as 23:59 vai tocar no céu ""um minuto para o fim do mundo"" logo após ""meteoro da paixão"" e dps ""o mundo vai acabar e ela só quer dançar""",ironia,ironia,0.9999992803723916
 vigila que sortiràs manipuladíssim eh...,ironia,ironia,0.9999992775558512
Para! Só tenho enaltecido a cor da Violet pq ela é branca. ,ironia,ironia,0.999999283177952
"Bom mesmo é aquele negócio fácil, aquela pegada diferente, porém igual, pra que todos assimilem sem dificuldades. rs ",ironia,ironia,0.9999992747282868
"RT @rananiglazer_: Sobrevivi ao ""fim do mundo"" de 1999, ao de 2000, ao de 11-11-11 e tenho certeza que vou ao de 2012",ironia,ironia,0.9999992575289764
Oi   Foi . Bjs,ironia,ironia,0.9999992690399144
"Agora sim vou ser uma mulher feliz, e falar mtooo no Cel   ",ironia,ironia,0.9999992803723916
Para comemorar os meus anos a câmara resolveu cortar a água do nosso bairro inteiro!!! Que sorte! ,ironia,ironia,0.999999277555851
"Tenho medo de dar um passo errado e iniciar um holocausto nuclear, principalmente com minhas GRANDES habilidades de comunicação ",ironia,ironia,0.9999992575289764
E poi non dite che non sono figo!  socialcom16  sischerza cravatta  maiprendersisulserio,ironia,ironia,0.9999992690399142
Aposto que até vão revelar nomes que não ligados ao BES e ao Sócrates.   ,ironia,ironia,0.9999992188516694
"Caiado, uma pessoa notadamente ilibada e de boa fé. ",ironia,ironia,0.9999992575289764
"Amo , i suoi video e la sua grande  insopportabilmentedonna",ironia,ironia,0.9999992803723918
A próxima zuera de fim do mundo (MAS AGORA É SÉRIO!!!!!!!!!!!!!) será em 2060. Vi ontem no Discovery.,ironia,ironia,0.9999992661790196
Racista..... Por favor  se manifeste com suas ideias SENSACIONAIS   ,ironia,ironia,0.999999280372392
A inflação será como o   PT  gosta 13% ao mes  lacrado ... \o/  o governo do PT é assim competência sem limites ,ironia,ironia,0.9999992803723918
Quem é esse Richa? É do petê?   ,ironia,ironia,0.9999992633069276
Hhahahaah. Se não tem  no tweet a galera não entende. ,ironia,ironia,0.9999992747282868
O Eleitor Consciente Não Sabia  artigo de Guilherme Fiúza   ValeAPenaLer ÓtimoSábado,ironia,ironia,0.9999992747282864
"Que ! Diego ROSA"" marca contra o cnc e faz 3 a 0! """,ironia,ironia,0.9999992718896556
"Não sei o porquê, mas a frase O maior missionário do Brasil"" não faz muito sentido na minha cabeça """,ironia,ironia,0.999999280372392
É melhor ficar com a sofia do que ir para uma premiação importante para reconhecimento de suas musicas onde suas fãs votaram p KCT ,ironia,ironia,0.999999277555851
Estou mesmo a ver mais uma noite sem dormir graças a minha melhor amiga porque ela é realmente 5*,ironia,ironia,0.9999992604235944
Dá gosto de ver certos e determinados tweets   complicated,ironia,ironia,0.9999992575289764
"Ouvir, ler, identificar padrões. ouvir ler padrao pnlboanoite buenasnoches… ",ironia,ironia,0.9999992775558512
 FIA e STJD são tão rápidos nas decisões com os grandes... ,ironia,ironia,0.9999992690399144
"Sapato, perfume e jóias??? Nossa que linda homenagem....",ironia,ironia,0.9999992747282868
"Essa semana não vi ninguém dizendo ""chega logo sexta-feira!"". Por que será, né? O fim do mundo ninguém quer...",ironia,ironia,0.9999992633069276
"a Bruna pode ser A especialista, mas ele não se deu muito bem nos pratos doces ao longo do programa nao ",ironia,ironia,0.9999992803723918
 Não tem noção nenhuma de acerto de carro hahahaha ,ironia,ironia,0.9999992747282864
É É pra fechar a noite com chave de outro um mal jeito nas costa cai muito bem  — se sentindo ironica,ironia,ironia,0.9999992747282864
Apetecia-me MESMO ter a casa cheia de gente para o almoço. ,ironia,ironia,0.999999212725052
bora se enviar pelo correio em uma caixa pra ganhar views ,ironia,ironia,0.9999992690399144
Pernambuco em 6° no ranking das BRs nacionais mais perigosas do Brasil BR 101( O Trecho Pernambucano). Vamos ascender o farol galera ,ironia,ironia,0.9999992690399142
Eca! Saiba mais sobre ironia em:  ,ironia,ironia,0.9999992249306092
 mais uma deste portal indispensável para o jornalismo brasileiro.,ironia,ironia,0.9999992546230292
"À beira de mais uma eleição, segue vídeo-cartilha para os políticos de plantão.  política eleicoes2016 ",ironia,ironia,0.9999992661790196
Não me leve a mau. Me leve ao havai. ,ironia,ironia,0.999999239921797
E o Rodrigo Caetano na Disney? Se estivesse aqui trazia o Messi. Demite ele Orelha. ,ironia,ironia,0.9999992661790196
Jantar a esta hora torna as quartas-feiras ainda melhores. ,ironia,ironia,0.9999992249306092
O silêncio fala com a alma.,ironia,ironia,0.9999992309622424
Time empatando em casa e não pressionando a saída de bola do adversário... Mas a culpa não é do Tite... ,ironia,ironia,0.9999992718896556
"Ah, mas a Dilma e o PT saíram. Isso é o que importa. RepúblicadasBananas PãoeCirco  ",ironia,ironia,0.9999992690399142
Amor por Linux!!  Aaarrg Scripts ,ironia,ironia,0.9999992747282866
"Engraçado, Jesus quando caminhando na Terra gastou mais tempo construindo vidas ao invés de templos"". """,ironia,ironia,0.9999992775558512
"Só neste ano, o Inter comprou o árbitro do jogo contra o Santos e os times do Santa Cruz, Figueirense e Fluminense. Haja dinheiro! ",ironia,ironia,0.9999992399217968
Adoro jantares de família ,ironia,ironia,0.9999992157943436
Quem liga pra melhor filme? O DiCaprio já ganhou  Oscars ,ironia,ironia,0.9999992633069276
Dor de cabeça da porra mesmo começar com Régis e Juninho  ,ironia,ironia,0.9999992718896554
"Embora o E. Ribeiro e o Rafinha sejam jogadores a nível de seleção, vão ter que ralar muito pra ganhar a titularidade do Gabriel. ",ironia,ironia,0.9999992604235944
"Qse 2h. Estou no auge de produção intelectual, mas preciso parar pq amanhã tenho que acordar cedo pq não posso trabalhar de noite ",ironia,ironia,0.9999992775558508
"Tudo falso Rubro Negro ""...  """,ironia,ironia,0.999999277555851
temos o melhor Gabriel do Brasil ,ironia,ironia,0.9999992604235944
 estão compartilhando e objetivando (foi uma ),ironia,ironia,0.999999283177952
Obrigado  pela eterna organização da secretaria nas rematriculas.Certinho em deixar a gente sem vaga nas disciplinas ,ironia,ironia,0.9999992718896556
"Produção industrial avança 0,6% no melhor abril desde 2013   Economia",n_ironia,n_ironia,0.0012448433020883
E a mídia golpista querendo d qualquer jeito dizer que o país está em crise quando na verdade está tudo bem?  ,ironia,ironia,0.9999992718896556
"Parece uma música hehehe  frases Miles, como milhas? “A percorrer antes de dormir?” — perguntou. — He... """,ironia,ironia,0.9999992604235944
"Mas sera q ela nao provocou, nao tava de saia curta, decote? Aaah ja sei, é culpa de crise!  PrisãoPerpetua ",ironia,ironia,0.9999992803723918
Esto de no poder dormir es super divertido ,ironia,ironia,0.9999992803723918
Servidor público de bem. Reputação ilibada.  ,ironia,ironia,0.9999992458367678
corujinhadeferias corujavidaloka ferias cinema feriassualinda humor coruja  Segue lá ->... ,ironia,ironia,0.999999277555851
"Sistema prisional é excelente no Brasil, não? mas pera, quem vai bancar as câmeras? Ata é só privatizar e pronto.  ",ironia,ironia,0.9999992803723918
"RT @lucasvon: Esse papo de fim do mundo é uma grande bobagem, mas se dá um ""plantão da Globo"" agora eu me mijo todo.",ironia,ironia,0.9999992747282866
Amo escutar desaforo de coisa que eu não tenho nada a ver.  ,ironia,ironia,0.9999992546230292
Imagina! Isso não acontece. ,ironia,ironia,0.9999992661790196
Estou tããããão contente . Vou ter outra bosta,ironia,ironia,0.999999277555851
5% acharam ruim. Nem imagino quem são eles : Aeroportos brasileiros são bem avaliados por 74% dos passageiros ,ironia,ironia,0.999999239921797
Acredito que pouca coisa é mais irônica que um motoboy chamado Caio.  amor roadrash,ironia,ironia,0.9999992718896554
mano... dormi apenas 3 horas. e tenho que traduzir 2 artigos. obrigada deus por pelo menos eu estar viva! ,ironia,ironia,0.999999283177952
" esquerdista, petralha, comunista, gayzista, vai pra Cuba!!!!111!! Onze!!! ",ironia,ironia,0.9999992803723916
Amo os sarcasmos dos meus professores.,ironia,ironia,0.9999992575289764
 e reparaste que o dragao deitava o fumo dos olhos vermelho??  lol,ironia,ironia,0.9999992747282864
E quando até o Waze é irônico? waze  boatarde transito traffic trafficjam… ,ironia,ironia,0.9999992747282868
  agora homem tem que seguir normas sosicias impostas por  esse feminismo que mata homem todo dia?! ToCansadoDisso ,ironia,ironia,0.9999992775558508
"Quando você quer que o tempo passa o tempo não passa rápido, e quando você quer que o tempo não passa o tempo passa rápido. ",ironia,ironia,0.999999245836768
"A pior coisa que existe no mundo, são pessoas que estão, mas não são. Se é que me entende. ",ironia,ironia,0.9999992803723916
Só sendo .lol,ironia,ironia,0.9999992718896556
"Se a pena d morte e a redução da maioridade são a solução, a ideia é a seguinte: liberar o aborto assim esses marginais"" nem nascem """,ironia,ironia,0.9999992661790194
"Novidade linda do , a faixa Ironía fala sobre quão irônico o destino pode ser com nossos amores. Ouça: ",ironia,ironia,0.9999992369469372
Vou ali mandar um menor matar sua família... Depois é só mandar ele pra escola e tudo certo neh? ,ironia,ironia,0.9999992803723916
Este Fidel deve ter sido muito ruim para Cuba. Vejam quão pouca gente foi se despedir dele.  ,ironia,ironia,0.9999992718896554
"@voltairesantos, avisa o @marcelordrago que terá festa do fim do mundo na academia, levar comes e bebes, haha, abraço pessoal e bom dia!!!",ironia,ironia,0.9999992690399142
Que sabado mas intenso ironía,ironia,ironia,0.999999277555851
Minicursos grátis de comércio e vendas oferecem 420 vagas em Londrina  economia,n_ironia,n_ironia,0.0012448433020883
Estou na fila para doar alimentos para o banco alimentar contra a fome. Porém contudo estou a morrer de fome na fila ,ironia,ironia,0.9999992517057084
", que linda essa declaração desse senhor""! Chego a ficar emocionada lendo isso!  Mais um ""mártir"" do PT!  """,ironia,ironia,0.9999992747282868
"O fato é que eu penso que a pessoa sente minha falta, como eu sinto a dela.  ",ironia,ironia,0.9999992428850586
"  + eu tenho argumentos, não fico ofendendo de graça aqui no  e vc perde nos argumentos pra 1 maconheiro ",ironia,ironia,0.9999992718896556
"Prossimo articolo: Come perdere peso ed essere felici"" dieta donne """,ironia,ironia,0.9999992718896556
 Irônia Inteligência Acidez Provocações estão de Luto .Sonho envelhecer misturando… ,ironia,ironia,0.9999992633069276
Atualmente está em nível quase máximo  frases quetempos ,ironia,ironia,0.9999992775558512
ofmgofmgfkmg MIS DIOSAS a<3< 3 <3 < 3 3 33 <33 ironía,ironia,ironia,0.9999992718896554
Ana Paula falando sobre ouvir calado...  MasterChefBR,ironia,ironia,0.9999992661790196
"Sim, malvados plantadores!  ",ironia,ironia,0.9999992633069276
Preta Gil e Jandira parece q acharam o Brasil  branco. São argumentações inteligentes e imparciais como esta q o Brasil precisa. ,ironia,ironia,0.999999277555851
amo site com nome metido a engraçado querendo vomitar regra do que é bonito ou feio na moda ,ironia,ironia,0.999999277555851
"Comendo glacê puro de bolo a minha glicose ta igual a minha paciência, Laaaa em cimaa. ",ironia,ironia,0.9999992690399144
disse q parecia uma galinha  hahaha,ironia,ironia,0.9999992803723916
A quem interessar...    votanadilma eratudoprainglesve   ,ironia,ironia,0.9999992604235944
Corram... Já tá quase acabando o NATAL...Snoopy CharlieBrown Peanuts  Ironic  Pacoti ,ironia,ironia,0.9999992775558508
ué... tucano frauda e desvia bens públicos?!?!?! novidade CadêasPanelas ,ironia,ironia,0.9999992775558512
1maggio o festa dei lavoratori (n=33)drzap ridere battute freddure umorismo humour humor  satira,ironia,ironia,0.9999992747282864
Adoro entrar em blogs desconhecidos e me deparar com o fundo do agap sendo usado por lá  ,ironia,ironia,0.9999992428850588
realtà e apparenzala vignetta di oggi!Corvorosso vignette  ,ironia,ironia,0.9999992661790196
O Palhaço que NÃO faz o povo de palhaço. ,ironia,ironia,0.9999992690399144
"Às vezes há diferenças de opiniões entre gerações, né? (caso alguém não tenha entendido) ",ironia,ironia,0.9999992747282868
"Alô RibeiraoPreto, que saudades das suas ruas esburacadas e sujas, das pessoas mal educadas. ",ironia,ironia,0.9999992690399144
Precisamos de um Estatuto do Desfacamento já! EstatutoDoDesarmamento ,ironia,ironia,0.9999992633069272
Na foto do  dá para ver que o servidor estava agindo violentamente e precisava ser contido pela BM. ,ironia,ironia,0.9999992604235944
"Ah, mas você editou essas fotos, não serve...  ",ironia,ironia,0.9999992747282868
Eu realmente sou um poço de educação!,ironia,ironia,0.9999992747282868
Que absurdo: Dirceu contratou monitoramento de redes sociais  ,ironia,ironia,0.9999992661790196
 do destino: Trump vence socialistas em aniversário da queda do MurodeBerlim  BerlinerMauer... Perfeito!!!,ironia,ironia,0.9999992747282866
  com certeza ^^ o ruim é que a assistência mais próxima é longe da minha casa ,ironia,ironia,0.999999283177952
se nota pecha pecha ironía,ironia,ironia,0.9999992661790196
Apanhar uma molha para Casa para.ficar ainda mais doente.e do melhor (: ,ironia,ironia,0.9999992575289764
" Bah, isso é o fim do resto! ",ironia,ironia,0.9999992718896554
 uma cigana sem saldo ,ironia,ironia,0.9999992661790196
"Povo na porrada por conta de futebol...Vocês estão de parabéns pela inteligência e esperteza, viu?   ",ironia,ironia,0.9999992747282866
" della serie, agricoltura al primo posto! ",ironia,ironia,0.999999277555851
"Ehhh sociedade e essa  do dois pesos e duas medidas, inrrustida em um FALSO moralismo...Tem hora que... ",ironia,ironia,0.9999992747282864
"Não entendo a surpresa e o horror com os parlamentares. Eles foram eleitos pelo povo, não? Tal como a presidente...  ImpeachmentJa",ironia,ironia,0.9999992661790196
"E, se der mole, será eleita novamente. Ah cara, fala que essa carinha não merece um confirma? Kkkkkk  ",ironia,ironia,0.9999992747282866
"Café da manhã, sfiha de carne com coca - cola. Alguém tem dúvidas de que sou saudável!?  Zzzzzzzzz ",ironia,ironia,0.9999992546230292
" Nossa, estou caído no chão de tanta surpresa!  sqn",ironia,ironia,0.9999992859725744
"Culpa do PT, Dilma, etc.  Quando digo que nenhum partido e político prestam, eis aqui a explicação >>> ",ironia,ironia,0.9999992661790196
"Deve ser tão bom ser como essas pessoas no Instagram que vivem em festas, tem um milhão de amigos e amam todos, vivem viajando..  ",ironia,ironia,0.9999992604235944
KD KD KD o fim do mundo que todos falavam ??????,ironia,ironia,0.9999992775558508
Skaf critica postura de Maria Silvia: não teve compromisso com o país  economia,n_ironia,n_ironia,0.0012472739770557
Fui no blog do Reinaldo Azevedo e no sistema de busca digitei Beto Richa. A ultima coluna sobre o tucano é de 13/09/2011. Pq será? ,ironia,ironia,0.9999992633069276
"No sétimo dia Deus havia terminado a sua obra, e ele passou a descansar"". Tudo faz sentido agora.  GolpeNAO""",ironia,ironia,0.9999992690399144
"Acordar pensar que é sexta e depois perceber que tenho frequência amanhã , melhor da vida  piordavida",ironia,ironia,0.9999992747282868
" Ihhh,no flu sera que rola assim com os marrentinhos de Xerem? ",ironia,ironia,0.9999992690399144
"Ué, mas não era o PT que interferia na PF, gente?! Não dá pra entender não.  ",ironia,ironia,0.9999992803723918
Preocupa não! Nosso técnico interino é diferenciado. Se está colocando o Fernandinho sabe o que está fazendo  ,ironia,ironia,0.9999992747282866
Se liga  tem alguém usando seu twitter... () ,ironia,ironia,0.9999992775558512
"Porque é que não criam cadeiras de rodas com pedais, assim quando os teus braços se cansarem podes ir a pedalar!",ironia,ironia,0.999999277555851
Espanhol está manchado! Neymar impedido.  ,ironia,ironia,0.9999992803723918
Joesley Batista renuncia à presidência do conselho da JBS  economia,n_ironia,n_ironia,0.0012472739770557
É tão legal ficar sabendo as coisas pelo outro rs ,ironia,ironia,0.9999992661790196
O  falou que alguém poderia morrer no carnaval e foi ele quem morreu. ,ironia,ironia,0.9999992718896554
MSC Cruzeiros baptiza o maior navio construído por um armador Europeu  economia mundo,n_ironia,n_ironia,0.0012472739770557
NDDNDNDNND  pq a gente a pode ser assim né,ironia,ironia,0.9999992803723918
Moito criticar a Fran Rivera...Se o único que fixo foi ensinarlle arte e cultura á filla!!! Ironía Asco MarcaEjpaña,ironia,ironia,0.999999283177952
Ético e probo kataguri.  ,ironia,ironia,0.9999992775558508
  uma dica. Use o ,ironia,ironia,0.9999992604235944
"Aaaaaaaa hahahahaha hahahaha hahahhaa hahahaha cara, como Deus brinca c a gente! Nao to acreditando nisso! Hahahaha  .",ironia,ironia,0.9999992775558512
 Por isso msm  hsaushuahsuhau ,ironia,ironia,0.999999277555851
Economía Moody’s baja panorama de nota crediticia de Brasil a “negativo” ,n_ironia,n_ironia,0.0012448433020883
"ficadica Clippado, o meu recorte de notícias de hoje, já está pronto! ❯❯❯  economia domesticnews",n_ironia,n_ironia,0.0012472739770557
Ofereçam-me  ,ironia,ironia,0.9999992218970758
"Em processo de recuperação judicial, Oi considera aumento de capital  economia",n_ironia,n_ironia,0.0012448433020883
Algumas horas para começar mais uma semana... e está sendo ótimo para mim!! domingotriste domingochatonemseioquefalarpqtomal,ironia,ironia,0.9999992747282868
Primeira parte do vídeo..irmaosbatista politica corrupcao brasil comida economia… ,n_ironia,n_ironia,0.0012472739770557
   realmente. Nenhuma mulher pode fazer o q eles fazem... ,ironia,ironia,0.9999992690399142
E não é?ganhedevolta cashback economia desconto tecnologia cupom ,n_ironia,n_ironia,0.0012448433020883
 pessoal. Porra,ironia,ironia,0.9999992718896556
really?! que bom que ele avisou.. () ,ironia,ironia,0.999999277555851
"Nossa, que bacana saber que hoje o dia terá um segundo a mais, da pra dormir mais ne?  ",ironia,ironia,0.9999992747282866
      anche sobrio e umile direi ( ),ironia,ironia,0.999999277555851
"Ei torcida do  vamos parar de criticar a diretoria e o Chamusca, tá bom?! Eles ficam chateados, ok?",ironia,ironia,0.999999277555851
Lewandovski sera um dia premiado pela Globo? ,ironia,ironia,0.9999992718896556
"FGV promove evento em Nova York com lideranças, empresários e investidores internacionais:  Economia ",n_ironia,n_ironia,0.0012448433020883
Bem feio esse lugar né  caldasnovas rioquente ,ironia,ironia,0.9999992747282866
triste realidade...  congregar visitar igreja célula culto buscar deus jesus… ,ironia,ironia,0.9999992747282866
Jogador do Inter apelidado de Valdivia faz um golaço contra o...Palmeiras   via ,ironia,ironia,0.9999992546230292
"Alta do PIB mostra que recessão acabou, mas ainda não há crescimento:    Economia",n_ironia,n_ironia,0.0012448433020883
13:00 - economia | RANKING DOS PAISES QUE MAIS TRABALHA PARA PAGAR IMPOSTOS.Dinamarca = 176 diasFrança  = 171... ,n_ironia,n_ironia,0.0012472739770557
"ah, perdão, faltou a . Afinal, nunca será.",ironia,ironia,0.999999283177952
ehehehehehe.... Rocchiovunque rocchihorrorshow rigoreèquandogiocalajuve  ,ironia,ironia,0.9999992747282864
"Cunha, Garotinho e Sérgio Cabral presos. Todos do PMDB. To passada com essa perseguição a um partido só... ",ironia,ironia,0.9999992690399144
" Bora vender o A pefeita ""? E depois agradecemos á inimiga pela inspiração! """,ironia,ironia,0.9999992718896554
Indústria prevê 77 mil demissões com reoneração da folha  economia,n_ironia,n_ironia,0.0012448433020883
Adoro ver portistas a reclamar sobre a arbitragem ,ironia,ironia,0.9999992604235944
" Não é photoshop não, viu? () Imagina se eu e ele tivéssemos um filho? Seria um cabeção com olheiras. Pobre criança",ironia,ironia,0.9999992690399144
"Vamo trabalhar num lugar q precisa viajar mt, é ótimo.  bitchplease",ironia,ironia,0.999999277555851
 experimenta NÃO dar a informação para saber o que dirão ,ironia,ironia,0.9999992604235944
O Vasco contratou o artilheiro da ultima libertadores e um xará meu? Vcs reclamam demais... ,ironia,ironia,0.9999992633069276
"Desemprego é de 13,6% e atinge 14 milhões de trabalhadores, diz IBGE  Economia",n_ironia,n_ironia,0.0012472739770557
"Míriam Leitão: alta do PIB mostra que recessão acabou, mas ainda não há crescimento. economia ",n_ironia,n_ironia,0.0012472739770557
Para concluir Angra 3 são necessários R$ 17 bilhões  economia,n_ironia,n_ironia,0.0012448433020883
"Gente.., a  do destino é que um ex companheiro dos petralhas, o Sr. Gilberto Gil tenha gravado uma... ",ironia,ironia,0.999999277555851
"Ok, Net sempre agradando seus clientes.....So porque monopoliza Sao Carlos...Pffff..",ironia,ironia,0.999999277555851
Vantagens...  Hahahaha AlinneIrônica AlinneRosa Alinnistas DiaDosNamorados Humor  BomDia ,ironia,ironia,0.999999277555851
É só botar mais luz que resolve! ,ironia,ironia,0.9999992718896554
O bom é que sao 8h e o onibus das 8:40 ainda nao chegou. Amo/sou esse país. ,ironia,ironia,0.9999992775558508
"devias publicar em tudo o que é rede social: instagram, facebook, twitter e ainda pinterest... ",ironia,ironia,0.9999992775558508
"Batedores de panela não vão agitar as varandas contra o distritão?Vai baixar o salário da empregada? Então não me interessa!"" """,ironia,ironia,0.9999992661790194
Queste giornatine che iniziano sempre bene ultimamente buongiorNO ,ironia,ironia,0.9999992747282868
onde clica pra pedir ajuda pros universitários? ,ironia,ironia,0.999999277555851
o si pls que beia. Ironía :3. ,ironia,ironia,0.9999992718896556
Os impostos que pagamos em 2017 já chegaram à marca de R$ 900 bi! o_O Brasil tributo dinheiro governo economia,n_ironia,n_ironia,0.0012448433020883
"Boa tarde pra todos que falam mesma língua que eu, que são: Português, Swahili,  e Indireta. — feeling excited",ironia,ironia,0.9999992747282868
Qria muito dormir - mas tenho q ir pro 'melhor trampo q existe' ,ironia,ironia,0.9999992803723916
Tenho um exame amanhã e só estudei o que tinha que fazer hoje ,ironia,ironia,0.9999992188516692
LavaJato  do Destino Sen Aécio autor da Lei das Estatais foi o 1º a fraudá-la. Pediu propina p/ pagar propina anterior. Vixe!,ironia,ironia,0.9999992775558512
Golpista não passarão!! ,ironia,ironia,0.9999992775558512
" burroRT :  sim, ignorante",ironia,ironia,0.9999992803723918
