	text	prediction
366	Compras em grupo são a melhor opção para deixar seu frete mais barato. Descubra por quê:Economia Frete	0
367	opinião |  Líder do PT na Câmara afirma que solução para economia é oposto que prega  	0
368	A culpa foi do waze.  	1
369	  ministro afirma que Deus nos ajudará... porque a preocupação, né? 	1
370	Que bonito todo ironía	1
371	 como Nou Barris, no? 	1
372	Vai Coração Valente  : Dólar pode passar dos R$ 3 em 2015, avaliam analistas 	1
373	sim... claro... óbvio que o processo tem tudo a ver ()  	1
374	Este brinquedo é perigosissimo  	1
375	Riberyldo agora vai!!! 	1
376	Menos Cel. Mais Céu.  foto 	1
377	O Malato sempre com comentários super pertinentes 	1
378	Déficit com viagens sobe 50% em um ano, diz BC  Economia	0
379	Ano passado a virada de ano eu tava vestindo preto... to vivo ainda hshuashusa nao custa repetir (  nao creio nessas besteiras)	1
380	Ficando pretinho  praiana vemcomigo blackrio  Pontal - Praia… 	1
381	Ouvi falar que o  esquerda caviar  adora se hospedar no triplex do Lula no guarujá, faz loucuras no elevador privativo 	1
382	Dormi muito  	1
383	Cláudio e Beatriz que evolução  espiritual para uma separação! MINHA GENTE!!!  Imperio	1
384	Apetece-me mesmo estudar! Adoro a escolinha :)  	1
385	  faltou	1
386	VOu adorar este verao 	1
387	Isso porque no Brasil não existe machismo,é tudo vitimismo de mulheres mal comidas. sqn  MachismoMata	1
388	Previsão de agravamento do risco de incumprimento na Europa de Leste  economia mundo	0
389	Como é civilizada a Eurocopa hein. Só torcida legal hein. 	1
390	GRÊMIO EM CRISEGANHAVA DE 4 DE 5AGORA SÓ 1x0	1
391	 é  aparecer em última colocação no ranking de atividade dos senadores feito pela : 	1
392	"Magina"" eles trocaram o do piru grande pelo do piru pequeno foi isso produção ?  """	1
393	ser enganado e dos melhores sentimentos :D .	1
394	Piadas sobre mulheres anas... que engracado...  HuntsmanWintersWars	1
395	E assim ocorre esse ciclo maravilhoso!!!!!  	1
396	Vamos treclamar da nossa família ai a gente vai ser legal, vão ser muito emo 	1
397	Economia Meirelles comemora IPCA baixo e destaca retomada do poder de compra  	0
398	Depois fui pra Puc, na hr do almoço, adivenhem qm eu encontrei.... O coisa linda do Daniel 	1
399	Abertas inscrições para o III Fórum Logístico  IIIFórumLogístico Indústria  Logística Economia 	0
400	Gosto da imparcialidade dos narradores de futebol da Rede Globo kkkk 	1
401	Ei, sabem que aqui não tem uma nerd né? Mas mesmo assim, segue uma page que vai dar o que falar... Para... 	1
402	Como a  está prosperando mesmo com a crise:  varejo maquiagens cosméticos economia 	0
403	Lufthansa já aceita pagamentos no check-in e portas de embarque  economia portugal	0
404	"RT @taispastoris_: ""Hoje será o dia perfeito para quando dar 23:59 ouvir cpm 22 Um minuto para o fim do mundo."" hahaha dei uma risadinha"	1
405	seguro tiah. Pos claro 	1
406	Comença la Campanaelectoral l'Eurocopa mare meva! em faltaran hores per seguir-ho tot! 	1
407	Odeio isso	1
408	  nunca xinguei a matemática na época de escolas  me dou melhor com humanas rs	1
409	Economia Receita abre consulta a primeiro lote de restituição do IR deste ano »  | Via .twitter.com/hPHjjR8scb	0
410	99%depalcoe1%asfalto carnaval carnival  eletanojato  Circuito Barra-Ondina de Carnaval 	1
411	Míriam Leitão: alta da produção industrial foi outro alento para a economia. Ouça a análise. 	0
412	Agora sim. Isso que é resposta. Orgulho da nossa polícia.  	1
413	Que originales sois 	1
414	Devedores da União ganham novo programa de refinanciamento:  Noticias Brasil Economia Dividas Refinanciamento	0
415	Montadoras miram mais ricos e SUVs superamcarros de entrada em 2017  economia	0
416	Valor de uma vida: R$7500,00. Não vale a pena.  issoéBrasil	1
417	Ahhh, mas nada supera os 30 mil corintianos....  	1
418	"...E o número para o qual você ligou, está desligado!.."" """	1
419	Que dia mas bonito  	1
420	Nesse calor e eu sentindo frio de ar condicionado..... 	1
421	"Não consegui achar a parte que o advogado carioca"" ficou inerte à cusparada...   """	1
422	claramente Lobito buscao... Antideportiva por usar técnicas extradeportivas. 	1
423	Repórter baderneiro! Bem feito!  	1
424	faço isso o tempo todo... Como não tenho irmão, espanco meu primo. 	1
425	   al final a decidir la cupula o com va aixo? 	1
426	Economia Cerca de 7% das pessoas que estão com o nome incluso no cadastro de inadimplente costumam pagar sua... 	0
427	Muita gente entrando no mar somente pra mijar.  bomdia  MatHouse 	1
428	Economia: Moody's vê mais risco de processos e rebaixa nota da JBS 	0
429	Nunca confunda silêncio com fraqueza. Ninguém planeja um assassinato em voz alta.  … 	1
430	Não sou preconceituoso mas...o boticário tirou o perfume Vetiver Brasil do mercado. xatiado 	1
431	concordo,temos que escutar os estupradores e assassinos,alias temos de saber se as vitimas provocaram não é mesmo... 	1
432	É bom ver como a TI está sendo valorizada nas grandes empresas. 	1
433	Parabéns ao Fantástico, que dedicou 1'56'' dos 8'02'' a duas finais do Nordeste. Realmente, muito representada a região. 	1
434	  E LIXO	1
435	Será?  o.OIrônia  Sacasmo FingindoSurpresa TodasAsAlternativas	1
436	Difícil né meninas?  dinheiro money fimdemes mes month girls mulher mania cansei rica… 	1
437	Meirelles descarta chance de retorno de política econômica de Dilma  economia	0
438	Robôs e legislação ambiental marcam fim da globalização? -  - Tecnologia Economia	0
439	Prá que impôr regras a uma criança, né??? Afinal, em sociedade, não precisamos disso..... Trabalhar? Estudar? Não precisa. Encontro	1
440	Confiança do empresário do comércio paulistano cresce pelo terceiro mês consecutivo. Pesquisa completa em  economia	0
441	Alguém já disse prxs guêi que casamento só dá stress e dor? ...Melhor nem avisar, vão descobrir um dia mesmo, né?  marriagesucks	1
442	Adoro que me mandem cenas à cara.  on	1
443	The marcio frade Daily já saiu!  Graças a  economia windows10	0
444	E pensar que tem gente essas horas ouvindo os álbuns de Jazz da Lady Gaga... NasciNoMundoErrado SóPode 	1
445	bitcoin dispara mais uma vez e atinge valor de R$ 10 mil Ciência Economia 	0
446	Ele é torcedor do racing e simpatizante do flamengo. 	1
447	Até pq isso não acontece com homens, né?  	1
448	Essa linda mania que os familiares tem de sempre exigirem sua atenção justamente quando você não pode dar..	1
449	Economia: IPCA-15 registra pequena alta em maio, diz IBGE 	0
450	 olha eu já estou sentindo até pena de você 	1
451	É porque o Léo é cruzeirense.  	1
452	meus vizinhos escolheram as melhores musicas para serem reproduzidas no fim do mundo, só que não ¬¬	1
453	"Afirmam, em um texto mal escrito, que o trabalho exige compreensão de texto"".  """	1
454	Petrobras recebeu manifestações de interesse por Pasadena  economia	0
455	Mundos paralelos...Viñetas Humor Crítica Ironía 	1
456	Patrícia Amorim  	1
457	Vc chega em casa cansado e sua vizinha quer bater papo.sacanagem  becosemsaida lamentable	1
458	 Parabéns! Democratização da mídia tá aí graças a ele.  	1
459	obrigada viação estrela linha 711 por me fazer esperar uma hora e meia para passar hoje por volta das 21 horas no ponto de Vicente. 	1
460	Na boa , ignora mais.Não magoa nem nada , porisso continua , ignora muito mais. -.-	1
461	A quina hora comença el Barça?  FotliFCB fotlipou  	1
462	Meu medo não é o fim do mundo mas o Maia da Casa Rica!!!	1
463	 devias ter percebido Luis	1
464	Caixa libera o FGTS para nascidos em setembro, outubro e novembro  economia	0
465	. recibe premio Airbus VolarSeguro Airbus América colombia economia latinoamerica venezuela …	0
466	  del bepi o de la boda(?) 	1
467	"Shehera tb????  : SBT cancela telejornal e demite 46 """	1
468	A cada jogo que passa, o  comprova que o tempo dele no Inter acabou, né, gente?  	1
469	 Esperando os gráficos da  a respeito das manifestações. Excelentes exemplos do uso da Estatística no jornalismo. 	1
470	"Bolsonaro foi vitima de Heterofobia"". Um absurdo!!! """	1
471	Gracias  por todo o apoio a medicalizadaXa preguntando o conselleiro polo tema.ironía 	1
472	I have to say this in portuguese.Não sei se chore ou se ria. Mesmo a sério.   	1
473	Never say Never... Fera, tu já falou never! Kkkk   Hein Justin Bieber	1
474	Nunca li tanta coisa apontada como positiva (sem defeito nenhum!) quando o assunto era economia quanto agora. Maravilhoso, né?! sqn 	1
475	Deve ter chegado a internet no Macapá. 	1
476	A juntar a tudo de bom que tem acontecido só o meu saldo nas apostas. 	1
477	Aaaaa tão dizendo por ai q cê eu passa vai me pega Aaaaaa vái Aaa váiMuitoDebochadoIndireta!!!	1
478	Se pegar fogo pela terceira vez na Prefeitura de Criciúma, vão pedir música no Fantástico? 	1
479	@marciam_14 Boa noite ...pra vc tbem bom fim do mundo :)	1
480	Mais de 20 min de jogo e o Inter não fez nenhum gol! CadaUmEOnze ForaAguirre 	1
481	 Gonçalo , não acredito que não me contaste nada ! Felicidades !  	1
482	Será que a Época vai apagar depois reportagem sobre a Dilma Bolada?  	1
483	 Que poder ! 	1
484	JBS enfrenta ameaças de boicote após escândalo de corrupção  Economia 	0
485	  ah, começou, vai querer regular os preconceitos ai... 	1
486	"Economia Impostos: Os portugueses são generosos""  Em """	0
487	Sabeis que gracias a  Lim capitaliza 100mEsLoQueVanADecir	1
488	Coitado!Será que os direitos humanos não podem interferir?Essa punição é forte demais.   	1
489	Agência Moodys corta nota daChina pela 1ª vez em 25 anos  economia	0
490	Pablo Escobar tem sua versão brasileira. Sérgio Cabral preso em Bangu 8, que ele mesmo construiu. 	1
491	Se avessimo venduto Honda a quest'ora non stavamo vincendo MilanPerugia 	1
492	Carol saiu??? Ahhhh, que triste  MasterChefBR	1
493	 Cê tá levando o mundo muito a sério...	1
494	Economia: Meirelles diz que Brasil vive clima de pessimismo exagerado 	0
495	Nao podia estar mais feliz 	1
496	Banco Mundial reduz para 0,3% previsão de alta do PIB brasileiro  economia	0
497	"Economia Inquérito/CGD: BdP sem função decisória"" na escolha de António Domingues  Em """	0
498	"as 23:59 vai tocar no céu ""um minuto para o fim do mundo"" logo após ""meteoro da paixão"" e dps ""o mundo vai acabar e ela só quer dançar"""	1
499	 vigila que sortiràs manipuladíssim eh...	1
500	Para! Só tenho enaltecido a cor da Violet pq ela é branca. 	1
501	Bom mesmo é aquele negócio fácil, aquela pegada diferente, porém igual, pra que todos assimilem sem dificuldades. rs 	1
502	"FHC ESTABILIZA A MINHA MOEDA!!!"" PlanoReal economia politica  GustavoFranco Real cinemark… """	0
503	Esqueci de colocar o 	1
504	 pouco 	1
505	"RT @rananiglazer_: Sobrevivi ao ""fim do mundo"" de 1999, ao de 2000, ao de 11-11-11 e tenho certeza que vou ao de 2012"	1
506	Oi   Foi . Bjs	1
507	Agora sim vou ser uma mulher feliz, e falar mtooo no Cel   	1
508	Para comemorar os meus anos a câmara resolveu cortar a água do nosso bairro inteiro!!! Que sorte! 	1
509	Tenho medo de dar um passo errado e iniciar um holocausto nuclear, principalmente com minhas GRANDES habilidades de comunicação 	1
510	E poi non dite che non sono figo!  socialcom16  sischerza cravatta  maiprendersisulserio	1
511	Aposto que até vão revelar nomes que não ligados ao BES e ao Sócrates.   	1
512	Bona manera de comensar el dia   OdieSocials	1
513	Marcos meu filho como vc ousa falar q a diferentona erra!! Ela é perfeita, jamais faz algo errado!  BBB17 pediprasairemilly	1
514	Caiado, uma pessoa notadamente ilibada e de boa fé. 	1
515	Amo , i suoi video e la sua grande  insopportabilmentedonna	1
516	A próxima zuera de fim do mundo (MAS AGORA É SÉRIO!!!!!!!!!!!!!) será em 2060. Vi ontem no Discovery.	1
517	Racista..... Por favor  se manifeste com suas ideias SENSACIONAIS   	1
518	A inflação será como o   PT  gosta 13% ao mes  lacrado ... \o/  o governo do PT é assim competência sem limites 	1
519	"Assim? http://t.co/zzUZUQCZ RT: @diegoguichard: ""ACABOU, ACABOU...."" RT @jrschuler: Eu queria que o Galvão Bueno narrasse o fim do mundo."	1
520	Ganas de nada. FelizMartes Ironía	1
521	Quem é esse Richa? É do petê?   	1
522	sobre o trailer da série do Demolidor: PREFIRO O FILME DO BEN AFFLECK.  ounão	1
523	Hhahahaah. Se não tem  no tweet a galera não entende. 	1
524	Estamos em uma geração tão mimimi que daqui a pouco rola processo na Nutella porque não tem Nutella branca. 	1
525	O Eleitor Consciente Não Sabia  artigo de Guilherme Fiúza   ValeAPenaLer ÓtimoSábado	1
526	Brasileiros já pagaram este ano R$ 900 bi de impostos e taxas   economia	0
527	grandissima tecnica  tvoi	1
528	"Que ! Diego ROSA"" marca contra o cnc e faz 3 a 0! """	1
529	"Não sei o porquê, mas a frase O maior missionário do Brasil"" não faz muito sentido na minha cabeça """	1
530	O projeto deve ser concluído em março de 2018. Goiás governo política economia 	0
531	É melhor ficar com a sofia do que ir para uma premiação importante para reconhecimento de suas musicas onde suas fãs votaram p KCT 	1
532	Estou mesmo a ver mais uma noite sem dormir graças a minha melhor amiga porque ela é realmente 5*	1
533	Dá gosto de ver certos e determinados tweets   complicated	1
534	"economia, não é bem assim ForaTemerO resultado positivo aconteceu graças a um crescimento de 13,4% da..."""	0
535	Ouvir, ler, identificar padrões. ouvir ler padrao pnlboanoite buenasnoches… 	1
536	Economia deve crescer de cerca de 0,7% no primeiro trimestre, estima Meirelles  Economia 	0
537	Será que a presidente Dilma perguntou ao MPF sobre todos os ministros nomeados hoje? 	1
538	Alemanha bolivariana.  	1
539	Verdade né, o Canteros/MA são muito melhores que o Mancuello.  	1
540	 FIA e STJD são tão rápidos nas decisões com os grandes... 	1
541	Sapato, perfume e jóias??? Nossa que linda homenagem....	1
542	Demoraram para abrir confessionário para dar tempo de trazer o próprio pai da AP, pra pedir pra ela ficar 	1
543	"Essa semana não vi ninguém dizendo ""chega logo sexta-feira!"". Por que será, né? O fim do mundo ninguém quer..."	1
544	a Bruna pode ser A especialista, mas ele não se deu muito bem nos pratos doces ao longo do programa nao 	1
545	 Não tem noção nenhuma de acerto de carro hahahaha 	1
546	É É pra fechar a noite com chave de outro um mal jeito nas costa cai muito bem  — se sentindo ironica	1
547	Apetecia-me MESMO ter a casa cheia de gente para o almoço. 	1
548	bora se enviar pelo correio em uma caixa pra ganhar views 	1
549	Pernambuco em 6° no ranking das BRs nacionais mais perigosas do Brasil BR 101( O Trecho Pernambucano). Vamos ascender o farol galera 	1
550	Eca! Saiba mais sobre ironia em:  	1
551	 mais uma deste portal indispensável para o jornalismo brasileiro.	1
552	À beira de mais uma eleição, segue vídeo-cartilha para os políticos de plantão.  política eleicoes2016 	1
553	Não me leve a mau. Me leve ao havai. 	1
554	E o Rodrigo Caetano na Disney? Se estivesse aqui trazia o Messi. Demite ele Orelha. 	1
555	Jantar a esta hora torna as quartas-feiras ainda melhores. 	1
556	Banco do Brasil permite transferir dinheiro pelo WhatsApp -  / economia dinheiro whatsapp banco bb finanças	0
557	Esqueci de acrescentar a . Vai que... 	1
558	O silêncio fala com a alma.	1
559	Time empatando em casa e não pressionando a saída de bola do adversário... Mas a culpa não é do Tite... 	1
560	Ah, mas a Dilma e o PT saíram. Isso é o que importa. RepúblicadasBananas PãoeCirco  	1
561	Amor por Linux!!  Aaarrg Scripts 	1
562	"Engraçado, Jesus quando caminhando na Terra gastou mais tempo construindo vidas ao invés de templos"". """	1
563	Só neste ano, o Inter comprou o árbitro do jogo contra o Santos e os times do Santa Cruz, Figueirense e Fluminense. Haja dinheiro! 	1
564	Adoro jantares de família 	1
565	Vai ter de ser Marcelo no seu primeiro acto oficial a  despedir Passos... Oh a ...	1
566	Quem liga pra melhor filme? O DiCaprio já ganhou  Oscars 	1
567	Dor de cabeça da porra mesmo começar com Régis e Juninho  	1
568	Voe Qatar Airway! Q !! Chape avança conversas e calcula até R$ 60 milhões em patrocínio d empresa do Catar 	1
569	Embora o E. Ribeiro e o Rafinha sejam jogadores a nível de seleção, vão ter que ralar muito pra ganhar a titularidade do Gabriel. 	1
570	Qse 2h. Estou no auge de produção intelectual, mas preciso parar pq amanhã tenho que acordar cedo pq não posso trabalhar de noite 	1
571	"Tudo falso Rubro Negro ""...  """	1
572	temos o melhor Gabriel do Brasil 	1
573	 estão compartilhando e objetivando (foi uma )	1
574	Economía Presentan decreto transitorio para suspender embargos a 10 mil caficultores 	0
575	Obrigado  pela eterna organização da secretaria nas rematriculas.Certinho em deixar a gente sem vaga nas disciplinas 	1
576	Produção industrial avança 0,6% no melhor abril desde 2013   Economia	0
577	E a mídia golpista querendo d qualquer jeito dizer que o país está em crise quando na verdade está tudo bem?  	1
578	"Parece uma música hehehe  frases Miles, como milhas? “A percorrer antes de dormir?” — perguntou. — He... """	1
579	Mas sera q ela nao provocou, nao tava de saia curta, decote? Aaah ja sei, é culpa de crise!  PrisãoPerpetua 	1
580	Esto de no poder dormir es super divertido 	1
581	Servidor público de bem. Reputação ilibada.  	1
582	corujinhadeferias corujavidaloka ferias cinema feriassualinda humor coruja  Segue lá ->... 	1
583	Sistema prisional é excelente no Brasil, não? mas pera, quem vai bancar as câmeras? Ata é só privatizar e pronto.  	1
584	"RT @lucasvon: Esse papo de fim do mundo é uma grande bobagem, mas se dá um ""plantão da Globo"" agora eu me mijo todo."	1
585	Amo escutar desaforo de coisa que eu não tenho nada a ver.  	1
586	De nada Ironía	1
587	Imagina! Isso não acontece. 	1
588	Estou tããããão contente . Vou ter outra bosta	1
589	5% acharam ruim. Nem imagino quem são eles : Aeroportos brasileiros são bem avaliados por 74% dos passageiros 	1
590	Acredito que pouca coisa é mais irônica que um motoboy chamado Caio.  amor roadrash	1
591	mano... dormi apenas 3 horas. e tenho que traduzir 2 artigos. obrigada deus por pelo menos eu estar viva! 	1
592	Alta do PIB de 2017 calculada pela Focus permanece em 0,50%  economia	0
593	Oxe, mas por que?  	1
594	 esquerdista, petralha, comunista, gayzista, vai pra Cuba!!!!111!! Onze!!! 	1
595	Senado aprova MP que permite saques do FGTS  economia	0
596	Não se fala mais da lista da Odebrecht. Nem do Lula, nem do Cunha nem do Calheiros. Essa tragédia veio bem a calhar. 	1
597	Amo os sarcasmos dos meus professores.	1
598	 e reparaste que o dragao deitava o fumo dos olhos vermelho??  lol	1
599	E quando até o Waze é irônico? waze  boatarde transito traffic trafficjam… 	1
600	  agora homem tem que seguir normas sosicias impostas por  esse feminismo que mata homem todo dia?! ToCansadoDisso 	1
601	como está sendo o 1º dia do governo temer? voltamos à escravidão? pobres foram queimamos na fogueira? ( às vezes é bom colocar  rs)	1
602	Quando você quer que o tempo passa o tempo não passa rápido, e quando você quer que o tempo não passa o tempo passa rápido. 	1
603	A pior coisa que existe no mundo, são pessoas que estão, mas não são. Se é que me entende. 	1
604	Só sendo .lol	1
605	Cada jogo ruim na Champions hije,não??	1
606	 (se não ficou claro...)	1
607	A filha do Salgueiro Maia estava era a gozar com todos os que culpam o Passos Coelho pelos seus problema. 	1
608	RTUOLNoticias: Bolsa fecha em queda de 1,5%, com crise política; JBS desaba mais de 30%  EconomiaTimBetaBetaLab	0
609	que feliz se le ve a Luke  	1
610	"Se a pena d morte e a redução da maioridade são a solução, a ideia é a seguinte: liberar o aborto assim esses marginais"" nem nascem """	1
611	Novidade linda do , a faixa Ironía fala sobre quão irônico o destino pode ser com nossos amores. Ouça: 	1
612	Vou ali mandar um menor matar sua família... Depois é só mandar ele pra escola e tudo certo neh? 	1
613	Este Fidel deve ter sido muito ruim para Cuba. Vejam quão pouca gente foi se despedir dele.  	1
614	 noooossssssa que surpresa 	1
615	@voltairesantos, avisa o @marcelordrago que terá festa do fim do mundo na academia, levar comes e bebes, haha, abraço pessoal e bom dia!!!	1
616	Que sabado mas intenso ironía	1
617	Minicursos grátis de comércio e vendas oferecem 420 vagas em Londrina  economia	0
618	Estou na fila para doar alimentos para o banco alimentar contra a fome. Porém contudo estou a morrer de fome na fila 	1
619	", que linda essa declaração desse senhor""! Chego a ficar emocionada lendo isso!  Mais um ""mártir"" do PT!  """	1
620	O fato é que eu penso que a pessoa sente minha falta, como eu sinto a dela.  	1
621	  + eu tenho argumentos, não fico ofendendo de graça aqui no  e vc perde nos argumentos pra 1 maconheiro 	1
622	"Prossimo articolo: Come perdere peso ed essere felici"" dieta donne """	1
623	 Irônia Inteligência Acidez Provocações estão de Luto .Sonho envelhecer misturando… 	1
624	ECONOMÍA Economia Sostenible convoca ajudes per 6.300.000 € destinades al comerç, consum i artesania	0
625	Atualmente está em nível quase máximo  frases quetempos 	1
626	ofmgofmgfkmg MIS DIOSAS a<3< 3 <3 < 3 3 33 <33 ironía	1
627	Ana Paula falando sobre ouvir calado...  MasterChefBR	1
628	Sim, malvados plantadores!  	1
629	ECONOMY Petróleo avança após divulgação positiva sobre estoques dos EUA economia  via 	0
630	Preta Gil e Jandira parece q acharam o Brasil  branco. São argumentações inteligentes e imparciais como esta q o Brasil precisa. 	1
631	amo site com nome metido a engraçado querendo vomitar regra do que é bonito ou feio na moda 	1
632	Comendo glacê puro de bolo a minha glicose ta igual a minha paciência, Laaaa em cimaa. 	1
633	disse q parecia uma galinha  hahaha	1
634	Uma das poucas vezes q não coloquei cinto de segurança no banco de trás, sofro o acidente e fico todo dolorido....  estoubem	1
635	Que tarde mas divertida. 	1
636	A quem interessar...    votanadilma eratudoprainglesve   	1
637	Corram... Já tá quase acabando o NATAL...Snoopy CharlieBrown Peanuts  Ironic  Pacoti 	1
638	tem umas pessoas nesse site que não entende ironia/sarcasmo daqui a pouco vou ter que colocar no fim do tweet  sendosarcastico	1
639	noooossa q engraçado tô morrendo de rir hahahahahahhaha mds do céu mt engraçado 	1
640	ué... tucano frauda e desvia bens públicos?!?!?! novidade CadêasPanelas 	1
641	1maggio o festa dei lavoratori (n=33)drzap ridere battute freddure umorismo humour humor  satira	1
642	CCEE: liquidação financeira do mercado de curto prazo movimenta R$ 1,7 bi  notícias Economia 	0
643	Adoro entrar em blogs desconhecidos e me deparar com o fundo do agap sendo usado por lá  	1
644	Genial esto de no poder dormirme!  	1
645	realtà e apparenzala vignetta di oggi!Corvorosso vignette  	1
646	Aliás desde que o PT entrou no governo as baratas não param de se procriar e crescer. Vieram todas no Nordeste. foraPT 	1
647	O Palhaço que NÃO faz o povo de palhaço. 	1
648	Às vezes há diferenças de opiniões entre gerações, né? (caso alguém não tenha entendido) 	1
649	Alô RibeiraoPreto, que saudades das suas ruas esburacadas e sujas, das pessoas mal educadas. 	1
650	Precisamos de um Estatuto do Desfacamento já! EstatutoDoDesarmamento 	1
651	Na foto do  dá para ver que o servidor estava agindo violentamente e precisava ser contido pela BM. 	1
652	Ah, mas você editou essas fotos, não serve...  	1
653	Bravo   	1
654	Eu realmente sou um poço de educação!	1
655	Que absurdo: Dirceu contratou monitoramento de redes sociais  	1
656	Documentado NEWS já saiu!  economia futurosdobrasil	0
657	 do destino: Trump vence socialistas em aniversário da queda do MurodeBerlim  BerlinerMauer... Perfeito!!!	1
658	  com certeza ^^ o ruim é que a assistência mais próxima é longe da minha casa 	1
659	TAP inaugura novas rotas  economia portugal	0
660	se nota pecha pecha ironía	1
661	Apanhar uma molha para Casa para.ficar ainda mais doente.e do melhor (: 	1
662	 Bah, isso é o fim do resto! 	1
663	Nao cantaram no volei de praia e perderam ta vendo? 	1
664	 uma cigana sem saldo 	1
665	Povo na porrada por conta de futebol...Vocês estão de parabéns pela inteligência e esperteza, viu?   	1
666	 della serie, agricoltura al primo posto! 	1
667	Ehhh sociedade e essa  do dois pesos e duas medidas, inrrustida em um FALSO moralismo...Tem hora que... 	1
668	Já veio novamente à baila socrates passosbem 	1
669	Não entendo a surpresa e o horror com os parlamentares. Eles foram eleitos pelo povo, não? Tal como a presidente...  ImpeachmentJa	1
670	E, se der mole, será eleita novamente. Ah cara, fala que essa carinha não merece um confirma? Kkkkkk  	1
671	Café da manhã, sfiha de carne com coca - cola. Alguém tem dúvidas de que sou saudável!?  Zzzzzzzzz 	1
672	Vou assistir MMA pq aqui sei que vai ser difícil de ver um beijo gay! 	1
673	 Nossa, estou caído no chão de tanta surpresa!  sqn	1
674	Culpa do PT, Dilma, etc.  Quando digo que nenhum partido e político prestam, eis aqui a explicação >>> 	1
675	Deve ser tão bom ser como essas pessoas no Instagram que vivem em festas, tem um milhão de amigos e amam todos, vivem viajando..  	1
676	KD KD KD o fim do mundo que todos falavam ??????	1
677	Skaf critica postura de Maria Silvia: não teve compromisso com o país  economia	0
678	Nem to qrendo uma mensagem sua  	1
679	Fui no blog do Reinaldo Azevedo e no sistema de busca digitei Beto Richa. A ultima coluna sobre o tucano é de 13/09/2011. Pq será? 	1
680	"No sétimo dia Deus havia terminado a sua obra, e ele passou a descansar"". Tudo faz sentido agora.  GolpeNAO"""	1
681	Acordar pensar que é sexta e depois perceber que tenho frequência amanhã , melhor da vida  piordavida	1
682	  mesmo nível ué..e acho q ficou subentendido o  né? :P	1
683	 Ihhh,no flu sera que rola assim com os marrentinhos de Xerem? 	1
684	Ué, mas não era o PT que interferia na PF, gente?! Não dá pra entender não.  	1
685	Preocupa não! Nosso técnico interino é diferenciado. Se está colocando o Fernandinho sabe o que está fazendo  	1
686	Se liga  tem alguém usando seu twitter... () 	1
687	Porque é que não criam cadeiras de rodas com pedais, assim quando os teus braços se cansarem podes ir a pedalar!	1
688	Espanhol está manchado! Neymar impedido.  	1
689	 hahahaha pois é. 	1
690	Joesley Batista renuncia à presidência do conselho da JBS  economia	0
691	É tão legal ficar sabendo as coisas pelo outro rs 	1
692	 DICA INCRÍVEL pra ECONOMIZAR com CELULAR, INTERNET, TV e FIXO!  economizar economia finanças financas	0
693	O  falou que alguém poderia morrer no carnaval e foi ele quem morreu. 	1
694	MSC Cruzeiros baptiza o maior navio construído por um armador Europeu  economia mundo	0
695	Que cara de pau, velho! Fala sério! >> 6 motivos para contribuir com o 'Zebeléo'   	1
696	NDDNDNDNND  pq a gente a pode ser assim né	1
697	Moito criticar a Fran Rivera...Se o único que fixo foi ensinarlle arte e cultura á filla!!! Ironía Asco MarcaEjpaña	1
698	Boletim Macro do IBRE antecipa resultado do PIB:    Economia 	0
699	Ético e probo kataguri.  	1
700	  uma dica. Use o 	1
701	Aaaaaaaa hahahahaha hahahaha hahahhaa hahahaha cara, como Deus brinca c a gente! Nao to acreditando nisso! Hahahaha  .	1
702	 Por isso msm  hsaushuahsuhau 	1
703	Economía Moody’s baja panorama de nota crediticia de Brasil a “negativo” 	0
704	ficadica Clippado, o meu recorte de notícias de hoje, já está pronto! ❯❯❯  economia domesticnews	0
705	Ofereçam-me  	1
706	Em processo de recuperação judicial, Oi considera aumento de capital  economia	0
707	Algumas horas para começar mais uma semana... e está sendo ótimo para mim!! domingotriste domingochatonemseioquefalarpqtomal	1
708	Primeira parte do vídeo..irmaosbatista politica corrupcao brasil comida economia… 	0
709	   realmente. Nenhuma mulher pode fazer o q eles fazem... 	1
710	E não é?ganhedevolta cashback economia desconto tecnologia cupom 	0
711	 pessoal. Porra	1
712	really?! que bom que ele avisou.. () 	1
713	Nossa, que bacana saber que hoje o dia terá um segundo a mais, da pra dormir mais ne?  	1
714	      anche sobrio e umile direi ( )	1
715	Ei torcida do  vamos parar de criticar a diretoria e o Chamusca, tá bom?! Eles ficam chateados, ok?	1
716	Lewandovski sera um dia premiado pela Globo? 	1
717	FGV promove evento em Nova York com lideranças, empresários e investidores internacionais:  Economia 	0
718	Bem feio esse lugar né  caldasnovas rioquente 	1
719	triste realidade...  congregar visitar igreja célula culto buscar deus jesus… 	1
720	Jogador do Inter apelidado de Valdivia faz um golaço contra o...Palmeiras   via 	1
721	Alta do PIB mostra que recessão acabou, mas ainda não há crescimento:    Economia	0
722	13:00 - economia | RANKING DOS PAISES QUE MAIS TRABALHA PARA PAGAR IMPOSTOS.Dinamarca = 176 diasFrança  = 171... 	0
723	ah, perdão, faltou a . Afinal, nunca será.	1
724	ehehehehehe.... Rocchiovunque rocchihorrorshow rigoreèquandogiocalajuve  	1
725	Cunha, Garotinho e Sérgio Cabral presos. Todos do PMDB. To passada com essa perseguição a um partido só... 	1
726	" Bora vender o A pefeita ""? E depois agradecemos á inimiga pela inspiração! """	1
727	Indústria prevê 77 mil demissões com reoneração da folha  economia	0
728	Adoro ver portistas a reclamar sobre a arbitragem 	1
