text	prediction
 Pq se vc for pensar bem, comunistas comem criancinhas q é pior né? Então vc ñpode condenar um bolsonarius da vida... 	1
"Queria motivos para sorrir, mas infelizmente só tenho motivos para rir de mim mesmo"". realidade"""	1
Você percebe que o pensamento do brasileiro está crítico, quando o Estado regula sobre o preço da pizza.  livremercado	1
No Paraná professores levam porrada da polícia como se fossem bandidos, enquanto bandidos da LavaJato são soltos pela justiça. 	1
ATENÇÃO BRASILEIROS DE BEM!  	1
Oh no! Que pena que acabe julio! ironía	1
Ufa, podemos continuar a doutrinação das massas ignaras  	1
O abridor de embalagens difíceis de abrir vem em uma... Embalagem difícil de abrir  	1
Finger Spinner: Nova moda entre adolescentes é sinônimo de renda para vendedores  notícias Economia 	0
JORNAL DO ANISIO já saiu!  política economia	0
Fantástica fonte de informações históricas sobre o Brasil ( Brasil Economia Governo	0
a minha geração pelo menos a gente muitas vezes precisa usar a hashtag 	1
 Comece a votação para mudar o nome dela então.	1
Quando ho bisogno di emozioni forti...Vado a leggere il mio estratto conto!!!	1
     moito desconfiades...estaban limpando as fiestras ironía	1
Panelas, roupas e até chocolate: veja itens que serão vendidos sem impostos nesta quinta na GV  notícias Economia 	0
Meeeu... Irlanda se tornou uma cidade hoje e eu não fiquei sabendo? :O  Paulaácida	1
  é ele estava lá no morumbi dando apoio aos jogadores como sempre 	1
Quanta lamechiche  Até vomitei arco-iris  	1
"Vai lá Faustão, faz aquele discursoanticorrupção com Claudia Collor"" Raia e merchan do Banco Original! O banco do Joesley Batista  """	1
já pode pular o carnaval? 	1
Vou começar a testar com  brinks rs	1
Caraca, impressionante a organização tática do Brasil, eim? 	1
O que será Alice e seu País das maravilhas perto do Brasil de Eduardo Cunha?!  	1
O mundo é muito injusto, você desvia o chinelo para salvar sua mãe e com o mesmo chinelo ela quase te mata...SabadoDetremuraSdv	1
 sim as vezes me chamam de  vasco também 	1
O Nobel da Paz é um dos cinco Prémios Nobel, legado pelo inventor da dinamite, o sueco Alfred Nobel.? Ou mudanças?	1
Possibilidade do Diego Aguirre jogar com um falso 9, quer dizer que o Rafael Moura vai sair jogando! 	1
Dia Mundial da Indústria: Setor investe na inovação no sul de SC  indústria economia	0
Sempre he dit que aquest tiu era bo...  FelipeCaicedo Goool RCDE 	1
Fatooo!!  AlinneIrônica AlinneRosa AR Singer Music Sucesso Bahia Brazil Humor … 	1
Como eu amo estar doente...naotábom 	1
parabéns a  pela entrevista com o Temer, pouco parcial nem sequer parece propaganda de governo...........	1
Estou até penso como vai ser bom estudar de noite irônia	1
Era pra mim ..? Que pena nem percebi kkkkkkkkkk  top 	1
Os direitos humanos vão zelar pelo devido processo legal, imbuído do amplo direito de defesa do Bolsonaro 	1
Esqueci de colocar o  no twitt do Oscar. Desculpaê galera!	1
genteee eu não acredito no fim do mundoooo e vcs???	1
Ah, mas é o Misha né? Ele pode falar tudo porque a gente sabe que é brincadeira 	1
se liga nisso  RT  Olha como o governo Lula & Dilma é bom! SQN  	1
Temer cria Refis para débitos de empresas com autarquias  Economia	0
O fim do mundo já passou. Muita incompetência!! Sobramos.	1
Pena que segunda vamos ao mac... 	1
Supervivientes no se sabia que se iba Isabel Rabago...... 	1
Pobrecitas todas me dais tanta pena...	1
Seu filho quer ser preto ?? tsc... irônia	1
Peguei dois livros da minha filha e percebi que não existe doutrinação nas escolas!!! Não existe não viu...  BolsonaroPresidente2018	1
ECONOMIA: Simples Nacional gera economia em impostos empresariais	0
 não gostei, vou te ofender e fazer acusações sem sentido 	1
"@joaoalbertobp hahaha. pois é! é que estou ouvindo a seleção de ""fim do mundo"" do site letras terra. E ela estava lá ;p"	1
Segunda feira sua linda	1
10 motivos para namorar um arquiteto -  a 10 me fez chorar kkkkkkkkkkkk  10motivos	1
Depois de quase 1 mês (13/11~04/12), só hoje a internet voltou. Pow, vlw mesmo hein, oi!! 	1
Santiago: reajuste da passagem de ônibus urbano será de apenas 3,93%  Economia via 	0
Como eu gosto de andar com guarda-chuva. 	1
Se continuar se esforçando, poderá até ser contratado! Talvez... 	1
não entendo essa coisa de chamar de galinha sendo que elas que sempre são depenadas... 	1
Ué, não era somente o pessoal do PT que era preso pela LavaJato ? O que Cabral e Garotinho estão fazendo aí no meio? 	1
Como Mises explicaria a realidade do SUS?  economia	0
Mercado financeiro espera corte de 1 ponto percentual na Selic esta semana economia  via 	0
Amara  	1
 Tudo culpa do PT e do comunismo 	1
E niente, avrei voluto mandarla.E invece no. ? 	1
Iniziamo la settimana con .colloquio scuola job lavoro battipaglia salerno lingue inglese linguaInglese duepuntiscuola	1
temos que problematizar as coisas que n concordamos. só as que n concordamos msm, as que concordamos foda-se estao corretas e ponto 	1
Certo!E, se a pessoa ainda não tá preparada pra ver, a gente dispara a zuêra e a . Pois… 	1
Nem para pagar do seu bolso!?!  	1
Ser indulgente provoca malos hábitos ironía.	1
Caloteiro nivel Master hoje resolveu abrir um pacote de bondades aqui.. é o novo governo já dando mostras do novo Brasil ... 	1
Mas em contrapartida não vai ter mais contribuição sindical obrigatória. Não quero sustentar vagabundo. irônia brasileiroraiz	1
Pq será né?  	1
"É verdade que vai ter no Netflix uma categoria de filmes chamada filmes de câncer""? """	1
Tal de Osorio com suas invenções e rodízios era um problema mesmo. Seus corneta do inferno	1
Me sabe a puta gloria 	1
"Moro tem q condenar o réu Amigo"". Pivô do desmonte da economia e moral do país. Comunistas miram nele p/ voltarem ao Planalto."""	0
Essa coisa de querer ser igual já tá ficando muito chato, mulheres, gays e negros tem que mais ficar quietos no canto deles!  	1
Gente boa  	1
É assunto para a nossa mais alta corte mesmo.  (tem que por a  porque tem gente que não entende).  	1
"Alguém aí sabia que a excelente defesa do Corinthians não cometeu"" NENHUM pênalti durante todo o campeonato? Que fenômeno... """	1
E eu vou ficar de caseiro sozinho por uns 10x dias na casa do ex chefe  ...	1
Aposto que já estão a tomar medidas eficazes para a prevenção de incêndios 	1
Vou para a escola!! Que felicidade mds 	1
calma glre corintians é o favorito ao titulo melhor da américa por isso q n rendemos 	1
Ironía - Próximamente 	1
Que alegria de semana .	1
Lel era a gozar   não sabes o q é?!  	1
Eu acredito que o presidente do Corinthians está monitorando um centroavante. 	1
Em pleno 2016 RECORD fez um teste pra comprovar que brancos sofrem preconceito de negros! Como os brancos são oprimidos no Brasil! 	1
58% dos consumidores planejam reduzir os gastos em junho. Veja os motivos: CNDL SPC Consumo Economia 	0
22 minutos e não levamos gol, time melhorou significantemente com as substituições. Grêmio	1
Janot, seu golpista! Se não há crime só pode ser GOLPE! Talvez seja culpa da Globo! ! 	1
A escrotização da PM começa quando na sua cidade tem um sargento que é o Sargento Réus 	1
Leio o editorial do grupo band e tenho a certeza que não foi golpe 	1
"Chega na crush e fala você é o agronegócio da minha economia"".  agro economia proresultado"""	0
"Ja notaram que alcôlatras demoram murrer?muitos nao sabem porquê...mas sempre falam alcool so na ferida"""""	1
 kk ! Esperar tanto chegar a hora de embora do trampo, e quando chega, ficar preso no trampo por causa da chuva! Vendo uma moto..kkkk	1
os comentadores do benficatv sao mesmo imparciais   SomosPorto 	1
E amanhã é dia todo de aulas!! 	1
Els esforços d'Espanya per demostrar una voluntat sincera i noble de que ens quedem són admirables.  27S2015	1
Belleza natural, vale no.sinmaquillar feaqueestoy bellezanatural seguroquesi  valeno… 	1
 e vc mora no RJ... 	1
Adoro quando me chamam pela minha alcunha e não me conhecem  	1
Economia: Produção industrial avança 0,6% no melhor abril desde  2013 	0
Kraft Heinz investe R$ 380 mi para construir fábrica em Goiás  Economia	0
Mentiiiiiiraaa... É mesmo, é? Que coincidência !  SoSeiQueOSitioNaoEhMeu	1
Nextel será vendida por US$ 200 milhões para a AINMT -  / mercado negócios economia telecom dinheiro	0
 RT : Ex-cara pintada e ex-presidente se encontram na Lava-Jato. 	1
Petrobras pede certificação para aderir a programa de governança. Ouça e entenda:  CBN Economia 	0
 vc poderia dar nomes desses viadinhos  	1
Vai entrar o Alexandro.. se ele fizer o gol a torcida do Paysandu tem que ir pra doca 	1
Ieda puxando assunto com Mayara, traidoooooooooora 	1
Nem tenho nada de Anatomia mesmo pra estudar. To aqui atoa.... 	1
Economia Pesquisa foi feita pelo site Mercado Mineiro. 	0
Economia: Safra de grãos pode ser recorde com 234,3 mi de toneladas 	0
Esto e o que eu chamo empezar ben o viaxe 	1
Bonito fazer a menção aos índios na CerimoniaDeAbertura mas o museu do índio ali do lado do maracanã queriam derrubar...   Rio2016	1
estava aqui a pensar em como é tão fixe ter uma netflix binge domingo de manhã em vez de estar ressacado, e depois o wifi falha. 	1
Para Dar Hostias Soberanistas !!!!  	1
Lava Jato na Europa: será q agora pegam provas dos 8100 corruptos do HSBC? Ou do TRENSALÃO? Vamos torcer p o MORO!  EstouComLula	1
Machismo não existe, meu povo!Meninas não curtem rock, bateria ou videogames  pq estão predispostas biologicamente!  machismoDaPorra	1
Pra que falar de Impeachment (escrevi certo, raleluiah) vamos falar do novo álbum do    	1
"Meu deus essa timeline tá virada em ""fim do mundo"" mas vai se foder."	1
creio que n vais receber, se fosse 1000€ ainda ponderava  	1
MSC Cruzeiros celebra entrega do MSC Meraviglia  economia mundo msccruzeiros	0
Diretoria incompetente, fora Rodrigo Caetano, Fred Luz, Banana de Melo.  	1
Isso porque o Iron Man é ruim, sabe?! ....só uma coisa, se ele fosse ruim, não iria existir um, e iria... 	1
Com a sorte que eu tenho chego ao dia não vou ou então não passo da cepa torta 	1
 faz chapinha em mim? 	1
grande mentalidade,  claro que sim 	1
Pouco nervoso o Griezzman tava pra bater esse penal ein. Quase perde. .	1
Dispara venda de sppiners, nova mania entre crianças e jovens  notícias Economia 	0
então , se TODO mundo é contra a corrupção, como acontece? 	1
Mais ou menos assim... verdade  asefosse goodnight amanhãésegunda tudodenovo otimasemana… 	1
Economia: Agências da Caixa abrem hoje para saque do FGTS 	0
Amo os twittes dele -.-	1
ESTÃO FELIZES, JULGARAM CONDENARAM E ESTÁ CUMPRINDO PENA, ESPERO Q O REENTEGREM  NA SOCIEDADE  TeamFernando	1
Assim não dá, sociedade!! HAHAHAHAHA print lamentável prarefletir  	1
A prioridade é a economia? O povo em si q se lasque, então. Para Alckmin e Doria, 2° suas próprias palavras, o importante é  $. 	0
Um homem morreu hoje em Pinheirinho, concelho de Pombal, atingido pelo pinheiro que estava a cortar.Dupla  fantástica	1
Mais registos de venda de veículos nas Conservatórias da Região  economia madeira	0
O que será que ela quis dizer? ChavesFeelings  	1
Economia & Negócios já saiu!  economia finanças	0
    Flamengo em crise, Ancelotti fora. Coincidência? Acho q não KKK  	1
Bravo, Caballero. Bravo. Ironía	1
O feminismo é tão igualitário, que eu vejo mulheres querendo q o serviço militar seja obrigatório p elas tbm. N fode.  ochoroelivre	1
Economía Agricultura urbana produce 1500 toneladas de alimentos 	0
Há coisas muito engraçadas... 	1
ECONOMIA | Temer comemora resultado do PIB e diz que a recessão acabou  micheltemer pib economia pib folhape	0
 e o City sobreviverá com os 2 kkkk...Já imaginou o Gerrard q  jogou a vida toda nos Reds e conseguir ser campeão no City? 	1
Economia: Lei da gorjeta agrada garçons e patrões 	0
Tem que colocar , senão daqui a pouco, vem gente te xingar. 	1
Produção industrial avança 0,6% no melhor abril desde  2013  economia	0
Governo anuncia 25,6 mil novas contratações para o Minha Casa, Minha Vida  Economia 	0
relaxando e gozando pq acordei hoje num Brasil sem corrupção 	1
 el madridismo a Cibeles!!!!!! Siuuuuuuhhhh! 	1
"Senador Vicentinho: conforme MontesquiEU..."". Pensei que se pronunciava Montesquiê. """	1
Daronco não marca pênalti no M.jr e os curintia ainda reclama da arbitragem! 	1
 Mesmo e o BOMBEIRO Torcer pro BOTA_FOGO — se sentindo pensativo	1
Olha a hora que o presidente do FLAMENGO acorda????  	1
Claro. Usain Bolt, desde que se tornou recordista e medalhista olímpico, nunca mais sofreu racismo.  	1
Agora A MAIOR  É NÃO Ver Cor Vermelha nos Brincalhões de Estimação dos Coxinhas Trouxinhas.Todos de Azul a COR do PSDB, 45.	1
Acho impressionante a capacidade do ser humano para compor músicas. Oremos... 	1
A sério?! As pessoas tendem a organizar-se espacialmente em grupos étnicos-nações-culturais próximas?!  	1
Uhuuul hoje é sexta! \o/ Finalmente! :3 	1
Porto, paixao das puras! 	1
Eu assistindo a votação no senado ...  GolpistasDay	1
não sou nada só um insano inocente, (risos) 	1
Espantosamente () não consigo dormir	1
As vezes um pouquinho de  faz bem!	1
mas PROTEJAM O CUNHA SomosTodosCunha CulpaDaDilma ForaPT  (achei bom avisar) 	1
Cláudio e Beatriz que evolução  espiritual para uma separação! MINHA GENTE!!!  imperio	1
Deus meus!satira  corvorossocorvorossomag 	1
Toma no cu, dia legal pra caralho, vai se foder. 	1
Vai viajar ou fazer negócios no exterior? Então você precisa conhecer essas startupseconomia dolar euro cambio	0
 você nunca faz nada! 	1
Ironia ou hipocrisia? Foi você que escolheu!  Hipocrisia Brasil 	1
 Achas nós nem temos coragem para isso nem nada 	1
Nem preciso disso. Kkkkk 	1
Acho que faltou a  no último tweet	1
Economía.- Constâncio (BCE) dice que los tipos negativos... 	0
Fui na boticário hoje, estou me sentindo um pouco lésbica!  Zoeira	1
Porque senhor?!?! saidemim loucura sonholouco  dreem crazy destiny  fuuu RioDeJaneiro… 	1
  vai dormir que amanhã há escola lol vocês as duas não valem uma Cátia da casa dos segredos lol  	1
"Quem quer ver a Quasar quando se pode assistir à uma peça chamada Só é corno quem quer"", no Goiânia Ouro?   – bei Centro Municipal de Cultura Goiânia Ouro"""	1
"As pessoas só esqueceram de lembrar que a música ""Um minuto para o fim do mundo"" tem bem mais que um minuto"	1
Economia: Royalties de petróleo puxam crescimento da arrecadação 	0
" A pessoa pode errar comigo,como só tenho ela vou atras dela pedindo abrigo nos seus braços...'' """	1
A Internet não tem limite meme memes  sorria rir sorrir imortal… 	1
Economia tá tão forte que os dólares continuam deixando o país. Que paradoxal, não?   palhaçada	1
É que no Inter estão os maiores entendidos de preparação física no mundo. 	1
meu deus que problema ser bonito 	1
PUTA QUE PARIU, É O MELHOR ZAGUEIRO DO BRASIL...  paz	1
 nossa que surpresa, ninguém imaginava  	1
 eu sei  	1
Como usar o lápis até o fim ficadica simples  sustentável ideia lápis economiasustentabilidade prática ecologia reaproveitar g1	0
Lutar contra corrupção? Não...vamos lutar contra o sexo anal olha q exemplo maravilhoso de como o Brasil vai pra frenfe 	1
Curto bue quando não me respondem 	1
eu trabalhando com marca fitness e nego me pede uma pizza pra galera que , como eu, está fazendo plantão 	1
 um macaquista achou um celular no orifício do cumpanheiro.	1
Caio Blat disse que não houve intimidação. Nenhuma. Mesmo pq um homem enfiar a mão na sua xereca é super normal. Entendi... 	1
Foi desacato. O cachorro mijou no pneu da viatura.  	1
Vamos ficar tranquilos, o Temer vai vetar. kkk  	1
imagina nem to confuso nao 	1
Achei uma sacada esta estratégia de aumentar os ingressos. Agora o assunto é precificação e não o Valdivia...hehehehe 	1
Dilma presidente.. Parabéns aos envolvidos! adeusmudança	1
Rs pq é sempre eu que começo uma briga .. Normal  	1
Tive que compartilhar...kkkkkkkkk   Cpa2 	1
Dilma faz pronunciamento dizendo: caso eu seja reeleita irei criar o Bolsa Ar Condicionado. Só assim conseguir votos no MT  ForaPT	1
  está sobrado de recursos 	1
Adoro ir assistir filme de terror no cinema e ser o unico a gritar nos momentos tensos 	1
HO sento  :-(  	1
Mas a pessoa à favor do aborto pode me acusar de fundamentalista religiosa quando eu defendo a vida. 	1
kkkk Uhum adorando kkkkk .com	1
JBS perdeu R$ 7,5 bi em valor de mercado na segunda-feira (22):  Noticias Politica Economia Brasil JBS	0
Percebo que abandonei cedo as hashtags  e . Lição aprendida.	1
Só não vê quem não quer. Enem é comunista!!!  	1
Uma pena que isso atrapalhe tanto a economia do Brasil  empreendedor	1
"Foto de espelho na akdimia"" pra ficar na moda também, né não?  zoeira friends nosjulguem """	1
 nossa vc é a pura heterossexualidade HEUEHUEEHEUEHEURYUEHE MAXO PRA CARALHO	1
Economia Colgate-Palmolive se paralizará por falta de materia prima      	0
Alá a bixa opressora! Heterofobia  	1
offTopic Corrupção no DF atinge até bebês.     	1
"Grupos de família"" bem caladinhos?? Não creio........  """	1
Façamos um exercício de imaginação, e se a carga tributária fosse menor? novocentro economia investimento	0
Seguro... Ironía  	1
Os filhos dos empregados indo pra faculdade, querem acabar com o país só pode, onde já se viu empregados domésticos terem direitos.. 	1
Esta net ultimamente anda mesmo muito boa. 	1
Sabe o falta neste debate? Apresentações em PowerPoint! 	1
    Era campanha anti-drogas!         	1
se todo mundo se armasse, isso não aconteceria  	1
 vogliotornarebambina vita dura	1
 acho que deveriam fazer uma festa de premiação no sábado, com todo mundo engravatado e sentado bem quietinho 	1
Vai aumentar mais o preço dos importados.. DILMA, COMO NÃO TE AMAR? ME DIZ  	1
cc @impedimento RT @RealPBrito: Tomara que o fim do mundo nao seja aos 44 do segundo tempo, por favor...hahaha	1
Porque o Brasil não é machista  	1
Uaaaau, que xupiguaaaaiiiii!  	1
tinder? meetic? no dai adesso mi iscrivo qui  	1
Como fica a economia brasileira enquanto Temer segue no Planalto  Economia Temer brazil	0
gente que reclama de indireta mas manda um monte 	1
 ele devia era reunir formalmente com o MS ao invés de ir a eventos. 	1
Minha mãe vai fazer festa julina na chacara sexta e nem me chamou kkkkk soube pela vizinha.  Que fase.... mãe eu amo vc  kkkkkkkk	1
Tem mais alguma notícia boa??  	1
Que amor sois eh, uff. Ironía.	1
bom dia, mores 	1
Economia: Percentual de famílias endividadas recua em maio 	0
  Problema nenhum em torcer pelo vice da Dilma... 	1
Você fala algo ironicamente e tem que colocar um  para entenderem que é uma ironia.	1
Tem gente que usa a ironia pra não usar a violência ja eu uso a violência para não usar a  HAHAHA	1
Escrevi uma Destiel de quase 5 mil palavras ainda há pouco, meus dedos nem estão caindo 	1
ah é mesmo? me de mais dicas de cinema por favor 	1
Tá aí o reforço prometido pela a diretoria  .... 	1
Então povo da escola,  bora queimar coxão quem sabe melhora a situação 	1
  me parece melhor usar um 	1
você acha q jornalista esportivo chuta notícia ? Não, imagina ... 	1
 meu pai contratando um Munck pq tá tudo alugado kkkkkkkkkkkk'	1
Adoro ser ignorada, juro. -.-	1
  D´BOA SIGO SIM DESCOBRIR  SEGUINDO	1
Como é fácil julgar os outros! É ainda mais fácil sem conhecer as pessoas e as situações, né? 	1
Banco Mundial espera que economia mundial cresça 2,7% neste anoEconomia BancoMundial	0
Economia e Capitalismo: VIII Encontro CAEN-EPGE: 8 e 9 de Junho em Fortale...  CAEN UFC EPGE Economia Fortaleza	0
não aguento mais ver essas piadinhas do fim do mundo no fb, parem c essa merda!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	1
Eh pura verdade:1. Fora Temer = volta Lula2. Diretas Já = volta LulaTrocar a causa pela consequênciaJPMorningShow irônia DiretasJá	1
 o tu a explicarte ironía	1
Economia - JBS. Muita especulação. [fonte: Estadão] 	0
E fixe ver o quão importante somos para alguém	1
Portugal capta maior valor de investimento estrangeiro dos últimos 20 anos  Economia	0
Se até o  não entendeu, eu desisto. Torcedor da Juventus tão querido por seus pares. 	1
Plágio do plágio 	1
Messi não joga nada, esse golaço foi de pura sorte, aliás todos os 55 gols 	1
O time (futebol) nessa situação e vcs  vibrando com o Basquete? Pffff. .	1
Hj percebi q a prefeitura de Belém tá fazendo muitos investimentos pela cidade: semáforos pra todas as esquinas  quepalha	1
 Deve ser mais um comunista! 	1
"Engraçado como no nosso circulo de amizade muda (diminui) quando trocamos a placa da igreja!"""""	1
"É muito vagabundo"" nesse país, né (, ok?) ? """	1
Amo fregar platos LoDigoPorSiLasmoscasHastagDeHastag	1
bela drenagem essa do Maracanã hein.. Parabens! 	1
Olha só que exemplo de empresa, logotipos por $5, que maravilha, vou começar a fazer por ela e revender.  	1
RT JohanySophia:  psicologíapráctica PsicologíaInfantil crianzarespetuosa amor respeto  atencion	1
Boa Andrés, na próxima o Lula te manda um CT no exterior 	1
"@MAR64628961 Não esperemos um ""fim do mundo"", pq não viver cada dia como se fosse realmente o último, pq não falar que eu te amo hoje."	1
Amanhã vou acordar tão flawless, super constipada e tal..	1
Amanhã é feriado de todos os Santos e os evangélicos estão felizes pelo feriado ! Kkkk  o	1
Brasil precisa é de projeto! Você acredita que a economia do Brasil pode melhorar significativamente ainda em 2017? 	0
E não tá?  	1
  se eu comprar um 3ds com placa de caputra, os rpg de pokemon sairam pra pc tb 	1
"Prêmio As Empresas Mais Inovadoras"" - Revista Época NEGÓCIOS negocios economia dinheiro"""	0
Fica no terminal a essa hora esperando e um sonho realizado... 	1
"Saúde e segurança cadê? Nos preocupemos mesmo com a arte para não morrer da verdade"". """	1
Xapramim :*** RT @StefannySantos: @o_capu haeuae A gente fica preocupada, bem no dia do fim do mundo ainda! Hahah Te cuida e quebra tudo! ;D	1
Odeio gente q fica reclamando 	1
Parabéns -  	1
 sim, tbm olhei a previsão do tempo.... hahahhahahahah 	1
Agora sim, 21/12/2012 no México, bem-vindo ao fim do mundo!!	1
Nossa quantos né!!!  	1
Não é só a classe média que sofre...  	1
Candid pic pride lgbtqia queer  oolhar olugar  Vila Velha, Brazil 	1
Falta muito para a Economia do Brasil voltar a crescer, após um ano no cargo o ministro Meireles ainda não apresentou um plano eficaz.	0
BELLO VIVERE...VIVIAMO AL MASSIMO!!! vivere sereno felice  	1
Que lindo humor que tengo! 	1
adorei quando a pessoa veio falar comigo cc a dizer q eu tinha de ser mais direto 	1
“No âmbito dos manufaturados destaca-se o desempenho do setor automotivo”. ComércioExterior Economia	0
"Faça sua parte, ajude alguém hoje, nem que seja provocando um sorriso.."" - FALOU O BABACA QUE SÓ ME DEIXOU TRISTE NOS ÚLTIMOS MESES """	1
Adorei a aula de filosofia  :-P	1
Anda que sorpresa  	1
Igrejas cristãs não aceitam santas. Só Jesus salva.  	1
: expressa exatamente o oposto daquilo que se diz,frase de significação contrário ao que supostamente deveria ser expresso,tão básico	1
Adoro mas adoro msm de coração as pessoas que são tão inteligentes e socias que precisam de contar a merda da vida toda no Twitter 	1
Deveria haver o botão zuera ou  no twitter, né? Certas coisas que eu falo aqui de brinks tem loco que leva a sério ..	1
Foi apenas sorte mesmo (). bom é o Abel (que já perdeu final no maracanã contra o santo andré).	1
Comissão de Economia aprova os 4 projetos do PlanodeRecuperação que tramitam em regime de urgência  	0
Vou estudar pro Enem amanhã cedo... Acho q dá tempo! 	1
"Uma dica: se for usar uma ironia, coloquem junto à frase "" ou usem parênteses no tweet. Abraços amiguinhos "	1
Tenho que agradecer esse. Ao mesmo tempo ele provou que a terra não é plana e que o dilúvio não aconteceu.  	1
'Financial Times': Japão quer retomar acordo comercial do Pacífico economia  via 	0
 destacou algo interessante, a  está entrando na justiça  contra o povo.  ou safadeza	1
"Paulista pedindo Chuva! hora horaAté mesmo a asa branca Bateu asas d SP""  tanto q zomabaram  dos nordestinos CarnavalGlobeleza"""	1
ah tá ! Até no mestrado eu os cito .	1
 parabéns ao Gustavo grande contratação 	1
hahahah toda a gente gosto do Fábio Martins ahhahaha 	1
Jornal NotíciasCAPA do OGLOBO desta QUARTA-FEIRA (24).Minutomt Tecnologia Agricultura Política MatoGrosso Cultura Economia STF	0
Economia: Serviços elevam inflação e impactam o Dia dos Namorados 	0
Cansado ? Que vaaaa 	1
Como forma de pressão, reactivei o meu Facebook por 24horas.. De certeza que eles se vão sentir.. Sanções	1
Gente amanhãtem BBB2016 Estou tão ansioso 	1
Jornal NotíciasCAPA do OGLOBO desta TERÇA-FEIRA (23).Minutomt Tecnologia TV Internet MatoGrosso Amazonia Economia 	0
 Eurico pra presidente da CBF!  batebolanaveia (Campo Grande-MS)	1
A menina nao entendeu a ironia, falou q nao era pra mim, sendo que o  escreveu  na frase dele kk 	1
Instalem VPN é mtoooooooo seguro..	1
 Onde já se viu gastar dinheiro com programas sociais. 	1
Oooo, tadinho , que sofrimento   	1
Booooa sextaaa!!! AlinneIrônica AlinneRosa AR Singer Music Sucesso Brazil Humor … 	1
Renda garantida de ciutadania taula economia       	0
MP estuda proibir torcida do Palmeiras em jogo do Palmeiras, do Corinthians em jogo do Corinthians. Para evitar brigas entre si...	1
"A PM não consegue sair dos batalhões porque suas esposas ocupam as saídas"" Uai PM, acabou a bala de borracha e o spray de pimenta? """	1
   que novidade 	1
Estou tão animada para ir fazer a prova amanhã.... 	1
"Bote sacada dos caras com essa história de ""fim do mundo""..isso tá dando um marketing afudê.."	1
Bua dia para entrenar  	1
 Nada, isso é amor demais cara. 	1
A minha chave vocês não tem politica  agoraéminhavez 	1
Mano tanto antropologia crl q materia linda da porra 	1
Merece prêmio Puskas. 	1
Sem coordenação conjunta, acordos de leniência estão sob risco de anulação  Politica Brasil Economia 	0
Pra que peito e bunda se eu posso não ter nenhum dos dois? 	1
Claro, só pessoas que nasceram na periferia sabem o que é ralar... 	1
Pera... Nn tenho aula Segunda ... Nem terça MDS '-' obgsartori   voltatarso	1
Oito dos dez quiosques do Calçadão platinense estão fechados Economia SantoAntôniodaPlatina	0
Paralelo Sorokaba já saiu!  economia esporte	0
fiquei procurando o  no final do textão, mas infelizmente não encontrei	1
Haha. Ronaldo reinaugurando a academia do corinthians q se chama R9,GORDO! Kkk 	1
ENVERJA RT : Anitta é mto modesta, né gente? Impressionado. 	1
Conselho decide inclui novas áreas em leilões de petróleo  economia	0
Ouça agora o mais novo episódio do Financast. Entenda a inflação Economia Podcast	0
 VideoShow Mônica é diva essa gostosa !!	1
Estratégia de marketing boa é uma dessas.  	1
Que viva la novia, digo. .com   	1
E de repente a vida te vira do avesso e tudo fica pior ainda! avesso vida 	1
 Não, panelaço é só pra Dilma! ;) 	1
Troca de lâmpadas economiza 90% de energia nos sinaissonoticiaboa goodnews economia energia sinais	0
No dia da musica,eu saio da minha banda  	1
"CRISE NO FLAMENGO !!!RC E DIEGO TROCAM TAPAS E MURROS  DEPOIS DO TREINO! UM IRÁ SAIR"" DISSE O PRESIDENTE. """	1
A minha voz tá demais  	1
 é muito importante usar  visto que a interpretação de texto desse pessoal é terrível! Ha	1
A seguir.. adoroquimica 	1
 sim.  é para pouquíssimos	1
por falta de energia elétrica RT @NIVALDO_PRIETO: ATENÇÃO!!! O fim do mundo foi cancelado!!	1
Amoo chegar cedo nos lugares e ficar sozinha! 	1
O condutor só podia estar com os faróis apagados, do contrário isso nunca teria acontecido  	1
Pero neymar se tira 	1
 vou colocar uma hashtag aqui para te ajudar: 	1
O Vasco da Gama é gigante! vai brigar no bloco de cima na série A. 	1
“Mais recentemente, o processo de valorização cambial tem nos retirado parte dessa competitividade”. ComércioExterior Economia	0
Bonitinho a Amazon me mandar email 1 semana depois da compra perguntando o que eu achei do livro de OITOCENTAS páginas que to lendo. 	1
Quando vc pensa que a pessoa é rica, a banheira é do motel kkkkkk 	1
"Eh ci stava proprio il me parese todo estupendo""   isola"""	1
valdivia ficou bom rapidinho né....com 1x0 a favor é mais facil jogar, te entendo mago!!! 	1
 melhor que o Wesley?   acho que não hein... irônia	1
20 MINUTOS  Ironía	1
 Errar Hino estrangeiro é comum 	1
Bdia!Hoje tem Brasil hein! É hora de esquecer crise política e econômica pra torcer pra nossa Seleção...sqnSextaDaPaixaoDetreSdv 	1
É sempre bom sair de casa 20 minutos mais tarde para chegar uma hora atrasado... transportespublicos 	1
"Como assim AFF para de ser má comigo"" ??? oO'' olha, eu nem vou mais dizer nada sobre isso ashuashaushashua  morte sua"""	1
Mas é Emilly, ela pode ser tudo de ruim.  rs  	1
¿Os acordaís de esto? Análisis Faes Farma Gran forta  elnuevoparquet, bolsa,economía, forex, remember, oldpost	0
Amores novidadeeeeees , estou trabalhando junto com uma estudante em advocacia que lindo ne ... 	1
