text,labels,predictions,probabilities,pred_comb
Momento nãofoiumprotestodosricos. Olhem só esta coluna social:  … ,ironia,ironia,0.9999992661790196,ironia
"Tô no hospital DO CÂNCER, vem uma senhora e senta ao meu lado cheirando a puro cigarro... ",ironia,ironia,0.9999992775558512,ironia
Compras em grupo são a melhor opção para deixar seu frete mais barato. Descubra por quê:Economia Frete,n_ironia,n_ironia,0.0012472739770557,n_ironia
A culpa foi do waze.  ,ironia,ironia,0.9999992690399142,ironia
Que bonito todo ironía,ironia,ironia,0.9999992718896556,ironia
" como Nou Barris, no? ",ironia,ironia,0.9999992633069272,ironia
"Vai Coração Valente  : Dólar pode passar dos R$ 3 em 2015, avaliam analistas ",ironia,ironia,0.9995618109676854,ironia
sim... claro... óbvio que o processo tem tudo a ver ()  ,ironia,ironia,0.9999992718896554,ironia
Este brinquedo é perigosissimo  ,ironia,ironia,0.9999992575289764,ironia
Menos Cel. Mais Céu.  foto ,ironia,ironia,0.9999992690399142,ironia
O Malato sempre com comentários super pertinentes ,ironia,ironia,0.9999992718896556,ironia
Ano passado a virada de ano eu tava vestindo preto... to vivo ainda hshuashusa nao custa repetir (  nao creio nessas besteiras),ironia,ironia,0.999999277555851,ironia
Ficando pretinho  praiana vemcomigo blackrio  Pontal - Praia… ,ironia,ironia,0.9999992747282868,ironia
Dormi muito  ,ironia,ironia,0.9999992604235944,ironia
Cláudio e Beatriz que evolução  espiritual para uma separação! MINHA GENTE!!!  Imperio,ironia,ironia,0.9999992775558512,ironia
Apetece-me mesmo estudar! Adoro a escolinha :)  ,ironia,ironia,0.9999992690399142,ironia
"Isso porque no Brasil não existe machismo,é tudo vitimismo de mulheres mal comidas. sqn  MachismoMata",ironia,ironia,0.999999277555851,ironia
Previsão de agravamento do risco de incumprimento na Europa de Leste  economia mundo,n_ironia,n_ironia,0.0012448433020883,n_ironia
GRÊMIO EM CRISEGANHAVA DE 4 DE 5AGORA SÓ 1x0,ironia,ironia,0.9999992249306092,ironia
 é  aparecer em última colocação no ranking de atividade dos senadores feito pela : ,ironia,ironia,0.999999236946937,ironia
"Magina"" eles trocaram o do piru grande pelo do piru pequeno foi isso produção ?  """,ironia,ironia,0.9999992747282866,ironia
ser enganado e dos melhores sentimentos :D .,ironia,ironia,0.9999992747282866,ironia
Piadas sobre mulheres anas... que engracado...  HuntsmanWintersWars,ironia,ironia,0.9999992747282868,ironia
E assim ocorre esse ciclo maravilhoso!!!!!  ,ironia,ironia,0.9999992633069276,ironia
"Vamos treclamar da nossa família ai a gente vai ser legal, vão ser muito emo ",ironia,ironia,0.9999992747282864,ironia
"Depois fui pra Puc, na hr do almoço, adivenhem qm eu encontrei.... O coisa linda do Daniel ",ironia,ironia,0.9999992775558508,ironia
Gosto da imparcialidade dos narradores de futebol da Rede Globo kkkk ,ironia,ironia,0.9999992690399142,ironia
"Ei, sabem que aqui não tem uma nerd né? Mas mesmo assim, segue uma page que vai dar o que falar... Para... ",ironia,ironia,0.9999992661790196,ironia
Lufthansa já aceita pagamentos no check-in e portas de embarque  economia portugal,n_ironia,n_ironia,0.0012472739770557,n_ironia
Odeio isso,ironia,ironia,0.9999992690399142,ironia
  nunca xinguei a matemática na época de escolas  me dou melhor com humanas rs,ironia,ironia,0.9999992803723916,ironia
99%depalcoe1%asfalto carnaval carnival  eletanojato  Circuito Barra-Ondina de Carnaval ,ironia,ironia,0.9999992546230292,ironia
Agora sim. Isso que é resposta. Orgulho da nossa polícia.  ,ironia,ironia,0.9999992718896556,ironia
Que originales sois ,ironia,ironia,0.9999992575289764,ironia
Montadoras miram mais ricos e SUVs superamcarros de entrada em 2017  economia,n_ironia,n_ironia,0.0012472739770557,n_ironia
"Valor de uma vida: R$7500,00. Não vale a pena.  issoéBrasil",ironia,ironia,0.9999992546230292,ironia
"Ahhh, mas nada supera os 30 mil corintianos....  ",ironia,ironia,0.9999992775558512,ironia
"...E o número para o qual você ligou, está desligado!.."" """,ironia,ironia,0.9999992604235944,ironia
Que dia mas bonito  ,ironia,ironia,0.9999992718896554,ironia
Nesse calor e eu sentindo frio de ar condicionado..... ,ironia,ironia,0.9999992747282868,ironia
"Não consegui achar a parte que o advogado carioca"" ficou inerte à cusparada...   """,ironia,ironia,0.9999992690399142,ironia
Repórter baderneiro! Bem feito!  ,ironia,ironia,0.9999992747282864,ironia
"faço isso o tempo todo... Como não tenho irmão, espanco meu primo. ",ironia,ironia,0.9999992661790194,ironia
   al final a decidir la cupula o com va aixo? ,ironia,ironia,0.9999992604235944,ironia
Muita gente entrando no mar somente pra mijar.  bomdia  MatHouse ,ironia,ironia,0.9999992747282866,ironia
Economia: Moody's vê mais risco de processos e rebaixa nota da JBS ,n_ironia,n_ironia,0.0012448433020883,n_ironia
Nunca confunda silêncio com fraqueza. Ninguém planeja um assassinato em voz alta.  … ,ironia,ironia,0.999999227952316,ironia
Não sou preconceituoso mas...o boticário tirou o perfume Vetiver Brasil do mercado. xatiado ,ironia,ironia,0.9999992775558508,ironia
"concordo,temos que escutar os estupradores e assassinos,alias temos de saber se as vitimas provocaram não é mesmo... ",ironia,ironia,0.9999992718896556,ironia
  E LIXO,ironia,ironia,0.9999992309622424,ironia
Será?  o.OIrônia  Sacasmo FingindoSurpresa TodasAsAlternativas,ironia,ironia,0.9999992747282866,ironia
"Prá que impôr regras a uma criança, né??? Afinal, em sociedade, não precisamos disso..... Trabalhar? Estudar? Não precisa. Encontro",ironia,ironia,0.9999992604235944,ironia
"Alguém já disse prxs guêi que casamento só dá stress e dor? ...Melhor nem avisar, vão descobrir um dia mesmo, né?  marriagesucks",ironia,ironia,0.9999992690399144,ironia
E pensar que tem gente essas horas ouvindo os álbuns de Jazz da Lady Gaga... NasciNoMundoErrado SóPode ,ironia,ironia,0.9999992690399142,ironia
"Até pq isso não acontece com homens, né?  ",ironia,ironia,0.9999992661790196,ironia
Essa linda mania que os familiares tem de sempre exigirem sua atenção justamente quando você não pode dar..,ironia,ironia,0.9999992575289764,ironia
 olha eu já estou sentindo até pena de você ,ironia,ironia,0.9999992718896556,ironia
É porque o Léo é cruzeirense.  ,ironia,ironia,0.9999992690399142,ironia
"Afirmam, em um texto mal escrito, que o trabalho exige compreensão de texto"".  """,ironia,ironia,0.9999992575289764,ironia
Petrobras recebeu manifestações de interesse por Pasadena  economia,n_ironia,n_ironia,0.0012448433020883,n_ironia
Mundos paralelos...Viñetas Humor Crítica Ironía ,ironia,ironia,0.9999992633069276,ironia
Patrícia Amorim  ,ironia,ironia,0.9999992034449114,ironia
Vc chega em casa cansado e sua vizinha quer bater papo.sacanagem  becosemsaida lamentable,ironia,ironia,0.9999992747282864,ironia
obrigada viação estrela linha 711 por me fazer esperar uma hora e meia para passar hoje por volta das 21 horas no ponto de Vicente. ,ironia,ironia,0.9999992718896554,ironia
A quina hora comença el Barça?  FotliFCB fotlipou  ,ironia,ironia,0.9999992661790196,ironia
Meu medo não é o fim do mundo mas o Maia da Casa Rica!!!,ironia,ironia,0.9999992747282868,ironia
 devias ter percebido Luis,ironia,ironia,0.9999992690399142,ironia
  del bepi o de la boda(?) ,ironia,ironia,0.999999245836768,ironia
"Shehera tb????  : SBT cancela telejornal e demite 46 """,ironia,ironia,0.9999992775558508,ironia
"A cada jogo que passa, o  comprova que o tempo dele no Inter acabou, né, gente?  ",ironia,ironia,0.9999992661790194,ironia
 Esperando os gráficos da  a respeito das manifestações. Excelentes exemplos do uso da Estatística no jornalismo. ,ironia,ironia,0.9999992747282866,ironia
"Bolsonaro foi vitima de Heterofobia"". Um absurdo!!! """,ironia,ironia,0.9999992775558508,ironia
I have to say this in portuguese.Não sei se chore ou se ria. Mesmo a sério.   ,ironia,ironia,0.9999992690399142,ironia
"Never say Never... Fera, tu já falou never! Kkkk   Hein Justin Bieber",ironia,ironia,0.9999992747282864,ironia
Deve ter chegado a internet no Macapá. ,ironia,ironia,0.9999992661790194,ironia
Aaaaa tão dizendo por ai q cê eu passa vai me pega Aaaaaa vái Aaa váiMuitoDebochadoIndireta!!!,ironia,ironia,0.999999277555851,ironia
"Se pegar fogo pela terceira vez na Prefeitura de Criciúma, vão pedir música no Fantástico? ",ironia,ironia,0.9999992775558512,ironia
@marciam_14 Boa noite ...pra vc tbem bom fim do mundo :),ironia,ironia,0.9999992747282868,ironia
" Gonçalo , não acredito que não me contaste nada ! Felicidades !  ",ironia,ironia,0.9999992747282866,ironia
Será que a Época vai apagar depois reportagem sobre a Dilma Bolada?  ,ironia,ironia,0.9999992661790196,ironia
 Que poder ! ,ironia,ironia,0.9999992546230292,ironia
"Economia Impostos: Os portugueses são generosos""  Em """,n_ironia,n_ironia,0.0012472739770557,n_ironia
Coitado!Será que os direitos humanos não podem interferir?Essa punição é forte demais.   ,ironia,ironia,0.9999992747282868,ironia
"Pablo Escobar tem sua versão brasileira. Sérgio Cabral preso em Bangu 8, que ele mesmo construiu. ",ironia,ironia,0.9999992575289764,ironia
"Carol saiu??? Ahhhh, que triste  MasterChefBR",ironia,ironia,0.9999992803723918,ironia
Nao podia estar mais feliz ,ironia,ironia,0.9999992803723916,ironia
"Banco Mundial reduz para 0,3% previsão de alta do PIB brasileiro  economia",n_ironia,n_ironia,0.0012448433020883,n_ironia
"as 23:59 vai tocar no céu ""um minuto para o fim do mundo"" logo após ""meteoro da paixão"" e dps ""o mundo vai acabar e ela só quer dançar""",ironia,ironia,0.9999992803723916,ironia
 vigila que sortiràs manipuladíssim eh...,ironia,ironia,0.9999992775558512,ironia
Para! Só tenho enaltecido a cor da Violet pq ela é branca. ,ironia,ironia,0.999999283177952,ironia
"Bom mesmo é aquele negócio fácil, aquela pegada diferente, porém igual, pra que todos assimilem sem dificuldades. rs ",ironia,ironia,0.9999992747282868,ironia
"RT @rananiglazer_: Sobrevivi ao ""fim do mundo"" de 1999, ao de 2000, ao de 11-11-11 e tenho certeza que vou ao de 2012",ironia,ironia,0.9999992575289764,ironia
Oi   Foi . Bjs,ironia,ironia,0.9999992690399144,ironia
"Agora sim vou ser uma mulher feliz, e falar mtooo no Cel   ",ironia,ironia,0.9999992803723916,ironia
Para comemorar os meus anos a câmara resolveu cortar a água do nosso bairro inteiro!!! Que sorte! ,ironia,ironia,0.999999277555851,ironia
"Tenho medo de dar um passo errado e iniciar um holocausto nuclear, principalmente com minhas GRANDES habilidades de comunicação ",ironia,ironia,0.9999992575289764,ironia
E poi non dite che non sono figo!  socialcom16  sischerza cravatta  maiprendersisulserio,ironia,ironia,0.9999992690399142,ironia
Aposto que até vão revelar nomes que não ligados ao BES e ao Sócrates.   ,ironia,ironia,0.9999992188516694,ironia
"Caiado, uma pessoa notadamente ilibada e de boa fé. ",ironia,ironia,0.9999992575289764,ironia
"Amo , i suoi video e la sua grande  insopportabilmentedonna",ironia,ironia,0.9999992803723918,ironia
A próxima zuera de fim do mundo (MAS AGORA É SÉRIO!!!!!!!!!!!!!) será em 2060. Vi ontem no Discovery.,ironia,ironia,0.9999992661790196,ironia
Racista..... Por favor  se manifeste com suas ideias SENSACIONAIS   ,ironia,ironia,0.999999280372392,ironia
A inflação será como o   PT  gosta 13% ao mes  lacrado ... \o/  o governo do PT é assim competência sem limites ,ironia,ironia,0.9999992803723918,ironia
Quem é esse Richa? É do petê?   ,ironia,ironia,0.9999992633069276,ironia
Hhahahaah. Se não tem  no tweet a galera não entende. ,ironia,ironia,0.9999992747282868,ironia
O Eleitor Consciente Não Sabia  artigo de Guilherme Fiúza   ValeAPenaLer ÓtimoSábado,ironia,ironia,0.9999992747282864,ironia
"Que ! Diego ROSA"" marca contra o cnc e faz 3 a 0! """,ironia,ironia,0.9999992718896556,ironia
"Não sei o porquê, mas a frase O maior missionário do Brasil"" não faz muito sentido na minha cabeça """,ironia,ironia,0.999999280372392,ironia
É melhor ficar com a sofia do que ir para uma premiação importante para reconhecimento de suas musicas onde suas fãs votaram p KCT ,ironia,ironia,0.999999277555851,ironia
Estou mesmo a ver mais uma noite sem dormir graças a minha melhor amiga porque ela é realmente 5*,ironia,ironia,0.9999992604235944,ironia
Dá gosto de ver certos e determinados tweets   complicated,ironia,ironia,0.9999992575289764,ironia
"Ouvir, ler, identificar padrões. ouvir ler padrao pnlboanoite buenasnoches… ",ironia,ironia,0.9999992775558512,ironia
 FIA e STJD são tão rápidos nas decisões com os grandes... ,ironia,ironia,0.9999992690399144,ironia
"Sapato, perfume e jóias??? Nossa que linda homenagem....",ironia,ironia,0.9999992747282868,ironia
"Essa semana não vi ninguém dizendo ""chega logo sexta-feira!"". Por que será, né? O fim do mundo ninguém quer...",ironia,ironia,0.9999992633069276,ironia
"a Bruna pode ser A especialista, mas ele não se deu muito bem nos pratos doces ao longo do programa nao ",ironia,ironia,0.9999992803723918,ironia
 Não tem noção nenhuma de acerto de carro hahahaha ,ironia,ironia,0.9999992747282864,ironia
É É pra fechar a noite com chave de outro um mal jeito nas costa cai muito bem  — se sentindo ironica,ironia,ironia,0.9999992747282864,ironia
Apetecia-me MESMO ter a casa cheia de gente para o almoço. ,ironia,ironia,0.999999212725052,ironia
bora se enviar pelo correio em uma caixa pra ganhar views ,ironia,ironia,0.9999992690399144,ironia
Pernambuco em 6° no ranking das BRs nacionais mais perigosas do Brasil BR 101( O Trecho Pernambucano). Vamos ascender o farol galera ,ironia,ironia,0.9999992690399142,ironia
Eca! Saiba mais sobre ironia em:  ,ironia,ironia,0.9999992249306092,ironia
 mais uma deste portal indispensável para o jornalismo brasileiro.,ironia,ironia,0.9999992546230292,ironia
"À beira de mais uma eleição, segue vídeo-cartilha para os políticos de plantão.  política eleicoes2016 ",ironia,ironia,0.9999992661790196,ironia
Não me leve a mau. Me leve ao havai. ,ironia,ironia,0.999999239921797,ironia
E o Rodrigo Caetano na Disney? Se estivesse aqui trazia o Messi. Demite ele Orelha. ,ironia,ironia,0.9999992661790196,ironia
Jantar a esta hora torna as quartas-feiras ainda melhores. ,ironia,ironia,0.9999992249306092,ironia
O silêncio fala com a alma.,ironia,ironia,0.9999992309622424,ironia
Time empatando em casa e não pressionando a saída de bola do adversário... Mas a culpa não é do Tite... ,ironia,ironia,0.9999992718896556,ironia
"Ah, mas a Dilma e o PT saíram. Isso é o que importa. RepúblicadasBananas PãoeCirco  ",ironia,ironia,0.9999992690399142,ironia
Amor por Linux!!  Aaarrg Scripts ,ironia,ironia,0.9999992747282866,ironia
"Engraçado, Jesus quando caminhando na Terra gastou mais tempo construindo vidas ao invés de templos"". """,ironia,ironia,0.9999992775558512,ironia
"Só neste ano, o Inter comprou o árbitro do jogo contra o Santos e os times do Santa Cruz, Figueirense e Fluminense. Haja dinheiro! ",ironia,ironia,0.9999992399217968,ironia
Adoro jantares de família ,ironia,ironia,0.9999992157943436,ironia
Quem liga pra melhor filme? O DiCaprio já ganhou  Oscars ,ironia,ironia,0.9999992633069276,ironia
Dor de cabeça da porra mesmo começar com Régis e Juninho  ,ironia,ironia,0.9999992718896554,ironia
"Embora o E. Ribeiro e o Rafinha sejam jogadores a nível de seleção, vão ter que ralar muito pra ganhar a titularidade do Gabriel. ",ironia,ironia,0.9999992604235944,ironia
"Qse 2h. Estou no auge de produção intelectual, mas preciso parar pq amanhã tenho que acordar cedo pq não posso trabalhar de noite ",ironia,ironia,0.9999992775558508,ironia
"Tudo falso Rubro Negro ""...  """,ironia,ironia,0.999999277555851,ironia
temos o melhor Gabriel do Brasil ,ironia,ironia,0.9999992604235944,ironia
 estão compartilhando e objetivando (foi uma ),ironia,ironia,0.999999283177952,ironia
Obrigado  pela eterna organização da secretaria nas rematriculas.Certinho em deixar a gente sem vaga nas disciplinas ,ironia,ironia,0.9999992718896556,ironia
"Produção industrial avança 0,6% no melhor abril desde 2013   Economia",n_ironia,n_ironia,0.0012448433020883,n_ironia
E a mídia golpista querendo d qualquer jeito dizer que o país está em crise quando na verdade está tudo bem?  ,ironia,ironia,0.9999992718896556,ironia
"Parece uma música hehehe  frases Miles, como milhas? “A percorrer antes de dormir?” — perguntou. — He... """,ironia,ironia,0.9999992604235944,ironia
"Mas sera q ela nao provocou, nao tava de saia curta, decote? Aaah ja sei, é culpa de crise!  PrisãoPerpetua ",ironia,ironia,0.9999992803723918,ironia
Esto de no poder dormir es super divertido ,ironia,ironia,0.9999992803723918,ironia
Servidor público de bem. Reputação ilibada.  ,ironia,ironia,0.9999992458367678,ironia
corujinhadeferias corujavidaloka ferias cinema feriassualinda humor coruja  Segue lá ->... ,ironia,ironia,0.999999277555851,ironia
"Sistema prisional é excelente no Brasil, não? mas pera, quem vai bancar as câmeras? Ata é só privatizar e pronto.  ",ironia,ironia,0.9999992803723918,ironia
"RT @lucasvon: Esse papo de fim do mundo é uma grande bobagem, mas se dá um ""plantão da Globo"" agora eu me mijo todo.",ironia,ironia,0.9999992747282866,ironia
Amo escutar desaforo de coisa que eu não tenho nada a ver.  ,ironia,ironia,0.9999992546230292,ironia
Imagina! Isso não acontece. ,ironia,ironia,0.9999992661790196,ironia
Estou tããããão contente . Vou ter outra bosta,ironia,ironia,0.999999277555851,ironia
5% acharam ruim. Nem imagino quem são eles : Aeroportos brasileiros são bem avaliados por 74% dos passageiros ,ironia,ironia,0.999999239921797,ironia
Acredito que pouca coisa é mais irônica que um motoboy chamado Caio.  amor roadrash,ironia,ironia,0.9999992718896554,ironia
mano... dormi apenas 3 horas. e tenho que traduzir 2 artigos. obrigada deus por pelo menos eu estar viva! ,ironia,ironia,0.999999283177952,ironia
" esquerdista, petralha, comunista, gayzista, vai pra Cuba!!!!111!! Onze!!! ",ironia,ironia,0.9999992803723916,ironia
Amo os sarcasmos dos meus professores.,ironia,ironia,0.9999992575289764,ironia
 e reparaste que o dragao deitava o fumo dos olhos vermelho??  lol,ironia,ironia,0.9999992747282864,ironia
E quando até o Waze é irônico? waze  boatarde transito traffic trafficjam… ,ironia,ironia,0.9999992747282868,ironia
  agora homem tem que seguir normas sosicias impostas por  esse feminismo que mata homem todo dia?! ToCansadoDisso ,ironia,ironia,0.9999992775558508,ironia
"Quando você quer que o tempo passa o tempo não passa rápido, e quando você quer que o tempo não passa o tempo passa rápido. ",ironia,ironia,0.999999245836768,ironia
"A pior coisa que existe no mundo, são pessoas que estão, mas não são. Se é que me entende. ",ironia,ironia,0.9999992803723916,ironia
Só sendo .lol,ironia,ironia,0.9999992718896556,ironia
"Se a pena d morte e a redução da maioridade são a solução, a ideia é a seguinte: liberar o aborto assim esses marginais"" nem nascem """,ironia,ironia,0.9999992661790194,ironia
"Novidade linda do , a faixa Ironía fala sobre quão irônico o destino pode ser com nossos amores. Ouça: ",ironia,ironia,0.9999992369469372,ironia
Vou ali mandar um menor matar sua família... Depois é só mandar ele pra escola e tudo certo neh? ,ironia,ironia,0.9999992803723916,ironia
Este Fidel deve ter sido muito ruim para Cuba. Vejam quão pouca gente foi se despedir dele.  ,ironia,ironia,0.9999992718896554,ironia
"@voltairesantos, avisa o @marcelordrago que terá festa do fim do mundo na academia, levar comes e bebes, haha, abraço pessoal e bom dia!!!",ironia,ironia,0.9999992690399142,ironia
Que sabado mas intenso ironía,ironia,ironia,0.999999277555851,ironia
Minicursos grátis de comércio e vendas oferecem 420 vagas em Londrina  economia,n_ironia,n_ironia,0.0012448433020883,n_ironia
Estou na fila para doar alimentos para o banco alimentar contra a fome. Porém contudo estou a morrer de fome na fila ,ironia,ironia,0.9999992517057084,ironia
", que linda essa declaração desse senhor""! Chego a ficar emocionada lendo isso!  Mais um ""mártir"" do PT!  """,ironia,ironia,0.9999992747282868,ironia
"O fato é que eu penso que a pessoa sente minha falta, como eu sinto a dela.  ",ironia,ironia,0.9999992428850586,ironia
"  + eu tenho argumentos, não fico ofendendo de graça aqui no  e vc perde nos argumentos pra 1 maconheiro ",ironia,ironia,0.9999992718896556,ironia
"Prossimo articolo: Come perdere peso ed essere felici"" dieta donne """,ironia,ironia,0.9999992718896556,ironia
 Irônia Inteligência Acidez Provocações estão de Luto .Sonho envelhecer misturando… ,ironia,ironia,0.9999992633069276,ironia
Atualmente está em nível quase máximo  frases quetempos ,ironia,ironia,0.9999992775558512,ironia
ofmgofmgfkmg MIS DIOSAS a<3< 3 <3 < 3 3 33 <33 ironía,ironia,ironia,0.9999992718896554,ironia
Ana Paula falando sobre ouvir calado...  MasterChefBR,ironia,ironia,0.9999992661790196,ironia
"Sim, malvados plantadores!  ",ironia,ironia,0.9999992633069276,ironia
Preta Gil e Jandira parece q acharam o Brasil  branco. São argumentações inteligentes e imparciais como esta q o Brasil precisa. ,ironia,ironia,0.999999277555851,ironia
amo site com nome metido a engraçado querendo vomitar regra do que é bonito ou feio na moda ,ironia,ironia,0.999999277555851,ironia
"Comendo glacê puro de bolo a minha glicose ta igual a minha paciência, Laaaa em cimaa. ",ironia,ironia,0.9999992690399144,ironia
disse q parecia uma galinha  hahaha,ironia,ironia,0.9999992803723916,ironia
A quem interessar...    votanadilma eratudoprainglesve   ,ironia,ironia,0.9999992604235944,ironia
Corram... Já tá quase acabando o NATAL...Snoopy CharlieBrown Peanuts  Ironic  Pacoti ,ironia,ironia,0.9999992775558508,ironia
ué... tucano frauda e desvia bens públicos?!?!?! novidade CadêasPanelas ,ironia,ironia,0.9999992775558512,ironia
1maggio o festa dei lavoratori (n=33)drzap ridere battute freddure umorismo humour humor  satira,ironia,ironia,0.9999992747282864,ironia
Adoro entrar em blogs desconhecidos e me deparar com o fundo do agap sendo usado por lá  ,ironia,ironia,0.9999992428850588,ironia
realtà e apparenzala vignetta di oggi!Corvorosso vignette  ,ironia,ironia,0.9999992661790196,ironia
O Palhaço que NÃO faz o povo de palhaço. ,ironia,ironia,0.9999992690399144,ironia
"Às vezes há diferenças de opiniões entre gerações, né? (caso alguém não tenha entendido) ",ironia,ironia,0.9999992747282868,ironia
"Alô RibeiraoPreto, que saudades das suas ruas esburacadas e sujas, das pessoas mal educadas. ",ironia,ironia,0.9999992690399144,ironia
Precisamos de um Estatuto do Desfacamento já! EstatutoDoDesarmamento ,ironia,ironia,0.9999992633069272,ironia
Na foto do  dá para ver que o servidor estava agindo violentamente e precisava ser contido pela BM. ,ironia,ironia,0.9999992604235944,ironia
"Ah, mas você editou essas fotos, não serve...  ",ironia,ironia,0.9999992747282868,ironia
Eu realmente sou um poço de educação!,ironia,ironia,0.9999992747282868,ironia
Que absurdo: Dirceu contratou monitoramento de redes sociais  ,ironia,ironia,0.9999992661790196,ironia
 do destino: Trump vence socialistas em aniversário da queda do MurodeBerlim  BerlinerMauer... Perfeito!!!,ironia,ironia,0.9999992747282866,ironia
  com certeza ^^ o ruim é que a assistência mais próxima é longe da minha casa ,ironia,ironia,0.999999283177952,ironia
se nota pecha pecha ironía,ironia,ironia,0.9999992661790196,ironia
Apanhar uma molha para Casa para.ficar ainda mais doente.e do melhor (: ,ironia,ironia,0.9999992575289764,ironia
" Bah, isso é o fim do resto! ",ironia,ironia,0.9999992718896554,ironia
 uma cigana sem saldo ,ironia,ironia,0.9999992661790196,ironia
"Povo na porrada por conta de futebol...Vocês estão de parabéns pela inteligência e esperteza, viu?   ",ironia,ironia,0.9999992747282866,ironia
" della serie, agricoltura al primo posto! ",ironia,ironia,0.999999277555851,ironia
"Ehhh sociedade e essa  do dois pesos e duas medidas, inrrustida em um FALSO moralismo...Tem hora que... ",ironia,ironia,0.9999992747282864,ironia
"Não entendo a surpresa e o horror com os parlamentares. Eles foram eleitos pelo povo, não? Tal como a presidente...  ImpeachmentJa",ironia,ironia,0.9999992661790196,ironia
"E, se der mole, será eleita novamente. Ah cara, fala que essa carinha não merece um confirma? Kkkkkk  ",ironia,ironia,0.9999992747282866,ironia
"Café da manhã, sfiha de carne com coca - cola. Alguém tem dúvidas de que sou saudável!?  Zzzzzzzzz ",ironia,ironia,0.9999992546230292,ironia
" Nossa, estou caído no chão de tanta surpresa!  sqn",ironia,ironia,0.9999992859725744,ironia
"Culpa do PT, Dilma, etc.  Quando digo que nenhum partido e político prestam, eis aqui a explicação >>> ",ironia,ironia,0.9999992661790196,ironia
"Deve ser tão bom ser como essas pessoas no Instagram que vivem em festas, tem um milhão de amigos e amam todos, vivem viajando..  ",ironia,ironia,0.9999992604235944,ironia
KD KD KD o fim do mundo que todos falavam ??????,ironia,ironia,0.9999992775558508,ironia
Skaf critica postura de Maria Silvia: não teve compromisso com o país  economia,n_ironia,n_ironia,0.0012472739770557,n_ironia
Fui no blog do Reinaldo Azevedo e no sistema de busca digitei Beto Richa. A ultima coluna sobre o tucano é de 13/09/2011. Pq será? ,ironia,ironia,0.9999992633069276,ironia
"No sétimo dia Deus havia terminado a sua obra, e ele passou a descansar"". Tudo faz sentido agora.  GolpeNAO""",ironia,ironia,0.9999992690399144,ironia
"Acordar pensar que é sexta e depois perceber que tenho frequência amanhã , melhor da vida  piordavida",ironia,ironia,0.9999992747282868,ironia
" Ihhh,no flu sera que rola assim com os marrentinhos de Xerem? ",ironia,ironia,0.9999992690399144,ironia
"Ué, mas não era o PT que interferia na PF, gente?! Não dá pra entender não.  ",ironia,ironia,0.9999992803723918,ironia
Preocupa não! Nosso técnico interino é diferenciado. Se está colocando o Fernandinho sabe o que está fazendo  ,ironia,ironia,0.9999992747282866,ironia
Se liga  tem alguém usando seu twitter... () ,ironia,ironia,0.9999992775558512,ironia
"Porque é que não criam cadeiras de rodas com pedais, assim quando os teus braços se cansarem podes ir a pedalar!",ironia,ironia,0.999999277555851,ironia
Espanhol está manchado! Neymar impedido.  ,ironia,ironia,0.9999992803723918,ironia
Joesley Batista renuncia à presidência do conselho da JBS  economia,n_ironia,n_ironia,0.0012472739770557,n_ironia
É tão legal ficar sabendo as coisas pelo outro rs ,ironia,ironia,0.9999992661790196,ironia
O  falou que alguém poderia morrer no carnaval e foi ele quem morreu. ,ironia,ironia,0.9999992718896554,ironia
MSC Cruzeiros baptiza o maior navio construído por um armador Europeu  economia mundo,n_ironia,n_ironia,0.0012472739770557,n_ironia
NDDNDNDNND  pq a gente a pode ser assim né,ironia,ironia,0.9999992803723918,ironia
Moito criticar a Fran Rivera...Se o único que fixo foi ensinarlle arte e cultura á filla!!! Ironía Asco MarcaEjpaña,ironia,ironia,0.999999283177952,ironia
Ético e probo kataguri.  ,ironia,ironia,0.9999992775558508,ironia
  uma dica. Use o ,ironia,ironia,0.9999992604235944,ironia
"Aaaaaaaa hahahahaha hahahaha hahahhaa hahahaha cara, como Deus brinca c a gente! Nao to acreditando nisso! Hahahaha  .",ironia,ironia,0.9999992775558512,ironia
 Por isso msm  hsaushuahsuhau ,ironia,ironia,0.999999277555851,ironia
Economía Moody’s baja panorama de nota crediticia de Brasil a “negativo” ,n_ironia,n_ironia,0.0012448433020883,n_ironia
"ficadica Clippado, o meu recorte de notícias de hoje, já está pronto! ❯❯❯  economia domesticnews",n_ironia,n_ironia,0.0012472739770557,n_ironia
Ofereçam-me  ,ironia,ironia,0.9999992218970758,ironia
"Em processo de recuperação judicial, Oi considera aumento de capital  economia",n_ironia,n_ironia,0.0012448433020883,n_ironia
Algumas horas para começar mais uma semana... e está sendo ótimo para mim!! domingotriste domingochatonemseioquefalarpqtomal,ironia,ironia,0.9999992747282868,ironia
Primeira parte do vídeo..irmaosbatista politica corrupcao brasil comida economia… ,n_ironia,n_ironia,0.0012472739770557,n_ironia
   realmente. Nenhuma mulher pode fazer o q eles fazem... ,ironia,ironia,0.9999992690399142,ironia
E não é?ganhedevolta cashback economia desconto tecnologia cupom ,n_ironia,n_ironia,0.0012448433020883,n_ironia
 pessoal. Porra,ironia,ironia,0.9999992718896556,ironia
really?! que bom que ele avisou.. () ,ironia,ironia,0.999999277555851,ironia
"Nossa, que bacana saber que hoje o dia terá um segundo a mais, da pra dormir mais ne?  ",ironia,ironia,0.9999992747282866,ironia
      anche sobrio e umile direi ( ),ironia,ironia,0.999999277555851,ironia
